,type,reference,price,district,street,area,rooms,plant,lift,parking,description
41,Flat,/en/inmueble/100834831/,"795,000€","['\n\n\n\n\n\n\nFlat in calle dels Madrazo', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n795', '000€\nParking included\n\n\n3 bed.\n128 m²\n5th floor exterior with lift\n\n\nWe access the apartment through a entrance hall with wardrobes on your right. To your left', ' we have a spacious single room with a guest toilet. In addition', ' the corridor leads to a large', ' very spacious dining room living room with a terrace and abundant natural light. Next to it']",calle dels Madrazo,128 m²,3 bed.,5th,with lift,Parking included,"We access the apartment through a entrance hall with wardrobes on your right. To your left, we have a spacious single room with a guest toilet. In addition, the corridor leads to a large, very spacious dining room living room with a terrace and abundant natural light. Next to it, there is a study ar"
42,Flat,/en/inmueble/96779380/,"1,200,000€","['\n\n\n\n\n\n\nFlat in calle de la Princesa', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n1', '200', '000€\n\n\n4 bed.\n239 m²\n1st floor exterior with lift\n\n\nOne-of-a-kind apartment in the most sought after street in Born. This 4-bedroom apartment measures 240 sqm and boasts 4m high ceilings', ' original paintings']",calle de la Pr,239 m²,4 bed.,1st,with lift,,"One-of-a-kind apartment in the most sought after street in Born. This 4-bedroom apartment measures 240 sqm and boasts 4m high ceilings, original paintings, beautiful catalan vaulted ceilings and a stunning open plan day area.
The layout of the apartment is very intuitive and functional. Upon enter"
43,Flat,/en/inmueble/101619369/,"299,000€","['\n\nFlat in plaza de Raimon Casellas', ' Nn', ' Can Baró', ' Barcelona\n\n\n299']",plaza de Raimon Casellas,106 m²,4 bed.,3rd,with lift,,TRIPLEX APARTMENT FOR SALE WITH OPTIONAL PARKING Very bright exterior triplex house to move into on a third real floor with a single-use elevator for the owners of the third floor of the property. The house has 106 square meters distributed as follows: LOWER FLOOR: Living room with access to a balco
44,Flat,/en/inmueble/101313659/,"240,000€","['\n\n\n\n\n\n\nFlat in calle de Ventura Plaja', ' Sants - Badal', ' Barcelona\n\n\n240', '000€\n\n\n2 bed.\n67 m²\n3rd floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 67 m2 exterior property for sale under renovation.It is located on the 3rd floor with a lift', ' on Ventura Plaja street']",calle de Ventura Plaja,67 m²,2 bed.,3rd,with lift,,"Unique brand new home!
Clikalia puts this 67 m2 exterior property for sale under renovation.It is located on the 3rd floor with a lift, on Ventura Plaja street, in Sants-Badal.
The house is being completely renovated and is represented by hyper-realistic images subject to possible modifications as"
45,Flat,/en/inmueble/101501195/,"330,000€","['\n\n\n\n\n\n\nFlat in calle de Mallorca', ' La Sagrada Família', ' Barcelona\n\n\n330', '000€\n\n\n2 bed.\n59 m²\n2nd floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 59 m2 exterior property for sale under renovation.It is located on the 2nd floor with a lift', ' on Calle Mallorca']",calle de Mallorca,59 m²,2 bed.,2nd,with lift,,"Unique brand new home!
Clikalia puts this 59 m2 exterior property for sale under renovation.It is located on the 2nd floor with a lift, on Calle Mallorca, in the Sagrada Familia.
The house is being completely renovated and is represented by hyper-realistic images subject to possible modifications"
46,Penthouse,/en/inmueble/101251587/,"890,000€","['\n\n\n\n\n\n\nPenthouse in calle de Mallorca', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n890', '000€\n\n\n2 bed.\n89 m²\n7th floor exterior with lift\n\n\nAt the crossroads of Carrer Mallorca and Rambla de Catalunya', ' at the heart of the Eixample Right district', ' we find this impressive renovated listed building with a beautiful', ' stately façade. On entering the building']",calle de Mallorca,89 m²,2 bed.,7th,with lift,,"At the crossroads of Carrer Mallorca and Rambla de Catalunya, at the heart of the Eixample Right district, we find this impressive renovated listed building with a beautiful, stately façade. On entering the building, we find an elegant lobby that sets the scene for the high-end homes found within. F"
47,Flat,/en/inmueble/101615248/,"300,000€","['\n\nFlat in calle de Ramon Albó', ' El Congrés i els Indians', ' Barcelona\n\n\n300', '000€\n\n\n3 bed.\n90 m²\n4th floor with lift\n\n\nWe enter and the first thing that surprises us is the light that reaches us to the entrance of the apartment. This beautiful oasis', ' without square meters lost in an endless corridor', ' with three rooms', ' two of them single and one double']",calle de Ramon Albó,90 m²,3 bed.,4th,lift,,"We enter and the first thing that surprises us is the light that reaches us to the entrance of the apartment. This beautiful oasis, without square meters lost in an endless corridor, with three rooms, two of them single and one double, all with natural light and very quiet. And the jewel of the hous"
48,Penthouse,/en/inmueble/101090719/,"1,450,000€","['\n\n\n\n\n\n\nPenthouse in calle de Trafalgar', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n1', '450', '000€\n\n\n2 bed.\n135 m²\n4th floor exterior with lift\n\n\nLocated in one of the most sought-after neighborhoods in the city', ' this apartment features high-quality finishes and modern amenities that will make you feel right at home. With 110 m² of interior space and a 84 m² terrace']",calle de Trafalgar,135 m²,2 bed.,4th,with lift,,"Located in one of the most sought-after neighborhoods in the city, this apartment features high-quality finishes and modern amenities that will make you feel right at home. With 110 m² of interior space and a 84 m² terrace, this apartment is perfect for those looking for a spacious space with lots o"
49,Flat,/en/inmueble/101304051/,"450,000€","['\n\n\n\n\n\n\nFlat in calle de Villarroel', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n450', '000€\n\n\n3 bed.\n89 m²\n5th floor exterior with lift\n\n\nRefurbished and bright flat in Sant Antoni.\nFlat of 89 square metres. It consists of 3 bedrooms', ' one double and two singles', ' a bathroom', ' semi open kitchen']",calle de Villarroel,89 m²,3 bed.,5th,with lift,,"Refurbished and bright flat in Sant Antoni.
Flat of 89 square metres. It consists of 3 bedrooms, one double and two singles, a bathroom, semi open kitchen, laundry/pantry and large independent living-dining room with large windows with lots of natural light.
The property has been tastefully refurb"
50,Penthouse,/en/inmueble/99250370/,"1,140,000€","['\n\n\n\n\n\n\nPenthouse in calle del Rosselló', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '140', '000€\nGarage optional 30', ""000 €\n\n\n5 bed.\n179 m²\n7th floor exterior with lift\n\n\nNice duplex penthouse to renovate located in l'Eixample Izquierdo"", ' with 170 m2', ' open and bright. It has five bedrooms (one suite)', ' a large living room with a fireplace that opens onto a 17 m2 terrace with afternoon sun']",calle del Rosselló,179 m²,5 bed.,7th,with lift,"Garage optional 30,000 €","Nice duplex penthouse to renovate located in l'Eixample Izquierdo, with 170 m2, open and bright. It has five bedrooms (one suite), a large living room with a fireplace that opens onto a 17 m2 terrace with afternoon sun, and four bedrooms plus an office.
A small entrance hall gives us access to the"
51,Flat,/en/inmueble/100943302/,"652,500€","['\n\n\n\n\n\n\nFlat in calle de Pau Alsina', "" El Camp d'En Grassot i Gràcia Nova"", ' Barcelona\n\n\n652', '500€\n\n\n2 bed.\n80 m²\n1st floor exterior with lift\n\n\nLucas Fox presents Pau Alsina', ' an excellent development consisting of five homes in a completely renovated building', ' both inside and out', ' in the Gràcia neighbourhood', ' a highly sought-after area of Barcelona', ' next to Passeig de Sant Joan.\nThis home has a contemporary design with straight']",calle de Pau Als,80 m²,2 bed.,1st,with lift,,"Lucas Fox presents Pau Alsina, an excellent development consisting of five homes in a completely renovated building, both inside and out, in the Gràcia neighbourhood, a highly sought-after area of Barcelona, next to Passeig de Sant Joan.
This home has a contemporary design with straight, clean lin"
52,Flat,/en/inmueble/101129215/,"135,500€","[""\n\n\n\n\n\n\nFlat in calle d'Andrade"", ' La Verneda i la Pau', ' Barcelona\n\n\n135', '500€\n\n\n148', '500 €\n\n9%\n\n\n\n3 bed.\n69 m²\n4th floor without lift\n\n\nFloor 4th', ' flat total surface area 69 m²', ' usable floor area 59 m²', ' single bedrooms: 1', ' double bedrooms: 2', ' 1 bathrooms', ' age over 50 years', ' built-in wardrobes']",calle d'Andrade,69 m²,3 bed.,4th,lift,,"Floor 4th, flat total surface area 69 m², usable floor area 59 m², single bedrooms: 1, double bedrooms: 2, 1 bathrooms, age over 50 years, built-in wardrobes, ext. woodwork (aluminum)."
53,Flat,/en/inmueble/89312621/,"1,699,000€","[""\n\n\n\n\n\n\nFlat in calle d'Anglí"", ' Les Tres Torres', ' Barcelona\n\n\n1', '699', ""000€\nParking included\n\n\n5 bed.\n229 m²\n5th floor exterior with lift\n\n\nModern 5-bedroom apartment located in the exclusive Tres Torres neighbourhood of Barcelona's Zona Alta. The property has been renovated to an excellent standard incorporating finishes of the highest quality to create an elegant home. \xa0\nWith a total of 5 bedrooms"", ' 4 of which are double rooms']",calle d'Anglí,229 m²,5 bed.,5th,with lift,Parking included,"Modern 5-bedroom apartment located in the exclusive Tres Torres neighbourhood of Barcelona's Zona Alta. The property has been renovated to an excellent standard incorporating finishes of the highest quality to create an elegant home.  
With a total of 5 bedrooms, 4 of which are double rooms, and 4"
54,Flat,/en/inmueble/99124224/,"405,000€","['\n\n\n\n\n\n\nFlat in calle de Varsòvia', ' El Guinardó', ' Barcelona\n\n\n405', '000€\n\n\n425', '000 €\n\n5%\n\n\n\n3 bed.\n93 m²\n2nd floor exterior with lift\n\n\nThe apartment is located on the 2nd floor of the building', ' being a real 3rd floor with a small balcony', ' as well as a practical and comfortable layout. And on the top floor of the building']",calle de Varsòvia,93 m²,3 bed.,2nd,with lift,,"The apartment is located on the 2nd floor of the building, being a real 3rd floor with a small balcony, as well as a practical and comfortable layout. And on the top floor of the building, a 16 sqm solarium terrace for private use with fantastic views of the city.
We access when entering a large li"
55,Flat,/en/inmueble/99365610/,"295,000€","['\n\n\n\n\n\n\nFlat in travesía de Gràcia', ' El Baix Guinardó', ' Barcelona\n\n\n295', '000€\n\n\n360', '000 €\n\n18%\n\n\n\n3 bed.\n90 m²\nMezzanine with lift\n\n\nReference: 142CAPI_inmo_01427_ Magnificent apartment for sale in Travessera de Gracia. It has an area of 92m2', ' distributed in a large entrance', ' living room', ' 3 bedrooms (one of them double)', ' a bathroom', ' kitchen', ' terrace of 7m. Low with a single step']",travesía de Gràcia,90 m²,3 bed.,Mezzanine,,,"Reference: 142CAPI_inmo_01427_ Magnificent apartment for sale in Travessera de Gracia. It has an area of 92m2, distributed in a large entrance, living room, 3 bedrooms (one of them double), a bathroom, kitchen, terrace of 7m. Low with a single step, it has a video intercom. Unbeatable location just"
56,Semi-detached,/en/inmueble/101611957/,"560,000€","['\n\n\n\n\n\n\nSemi-detached house in calle de Besalú', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n560', ""000€\n\n\n4 bed.\n208 m²\n\n\nLa Casa Agency presents an exceptional property for sale in the coveted neighborhood of Camp de l'Arpa.\nThis spacious residence is distributed over two floors and has a large terrace at the top"", ' making it an ideal option for those looking for a home in a privileged location.\nOn the ground floor']",calle de Besalú,208 m²,4 bed.,,,,"La Casa Agency presents an exceptional property for sale in the coveted neighborhood of Camp de l'Arpa.
This spacious residence is distributed over two floors and has a large terrace at the top, making it an ideal option for those looking for a home in a privileged location.
On the ground floor, t"
57,Flat,/en/inmueble/101606595/,"290,000€","['\n\n\n\n\n\n\nFlat in Passatge de Simó', ' Nn', ' La Sagrada Família', ' Barcelona\n\n\n290', '000€\n\n\n2 bed.\n55 m²\n1st floor exterior without lift\n\n\nPROPERTY TO BE COMPLETELY REFORMED WITH TERRACE!\nIn one of the best areas', ' near La Sagrada Familia', ' very close to all kinds of shops', ' Sant Pau hospital', ' schools']",Passatge de Simó,55 m²,2 bed.,1st,without lift,,"PROPERTY TO BE COMPLETELY REFORMED WITH TERRACE!
In one of the best areas, near La Sagrada Familia, very close to all kinds of shops, Sant Pau hospital, schools, CC Les Glorias. Very well connected with line 5 (Blue) and line 2 (Purple) Sagrada Familia stop and with various bus lines.
Farm from 19"
58,Flat,/en/inmueble/101525932/,"275,000€","['\n\n\n\n\n\n\nFlat in calle de Llagostera', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n275', '000€\n\n\n2 bed.\n59 m²\n4th floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 59 m2 exterior property for sale under renovation.It is located on the 4th floor with an elevator being installed', ' on Llagostera street']",calle de Llagostera,59 m²,2 bed.,4th,with lift,,"Unique brand new home!
Clikalia puts this 59 m2 exterior property for sale under renovation.It is located on the 4th floor with an elevator being installed, on Llagostera street, in Camp de l'Arpa del Clot.
Would you like to customize the finishes of this apartment? Visit this house that is being"
59,Flat,/en/inmueble/101041993/,"740,000€","['\n\n\n\n\n\n\nFlat in Gran Via de les Corts Catalanes', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n740', '000€\n\n\n3 bed.\n165 m²\n2nd floor exterior with lift\n\n\nStep into this spacious 3-bedroom', ' 2-bathroom property located in the heart of a prime neighbourhood and experience ultimate comfort and convenience. This stunning home boasts a well-distributed floor plan', ' daylight', ' a good orientation']",Gran Via de les Corts Catalanes,165 m²,3 bed.,2nd,with lift,,"Step into this spacious 3-bedroom, 2-bathroom property located in the heart of a prime neighbourhood and experience ultimate comfort and convenience. This stunning home boasts a well-distributed floor plan, daylight, a good orientation, as well as an optional parking space in the same building.
On"
60,Semi-detached,/en/inmueble/101611957/,"560,000€","['\n\n\n\n\n\n\nSemi-detached house in calle de Besalú', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n560', ""000€\n\n\n4 bed.\n208 m²\n\n\nLa Casa Agency presents an exceptional property for sale in the coveted neighborhood of Camp de l'Arpa.\nThis spacious residence is distributed over two floors and has a large terrace at the top"", ' making it an ideal option for those looking for a home in a privileged location.\nOn the ground floor']",calle de Besalú,208 m²,4 bed.,,,,"La Casa Agency presents an exceptional property for sale in the coveted neighborhood of Camp de l'Arpa.
This spacious residence is distributed over two floors and has a large terrace at the top, making it an ideal option for those looking for a home in a privileged location.
On the ground floor, t"
61,Detached,/en/inmueble/91467676/,"4,300,000€","['\n\n\n\n\n\n\nDetached house in calle del Torrent de les Roses', ' Pedralbes', ' Barcelona\n\n\n4', '300', '000€\nParking included\n\n\n6 bed.\n686 m²\n\n\nThe house is accessed through an elegant double height hall. Next', ' there is a living-dining room with access to the garden that leads to the pool area with porch']",calle del Torrent de les Roses,686 m²,6 bed.,,,Parking included,"The house is accessed through an elegant double height hall. Next, there is a living-dining room with access to the garden that leads to the pool area with porch, chill-out area and barbecue.
The day area also offers an kitchen diner with separate entrance and access area for service staff or good"
62,Flat,/en/inmueble/101005093/,"2,200,000€","['\n\n\n\n\n\n\nFlat in rambla de Catalunya', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '200', '000€\n\n\n9 bed.\n357 m²\n3rd floor exterior with lift\n\n\nWelcome to this incredible apartment located on Rambla de Catalunya']",rambla de Catalunya,357 m²,9 bed.,3rd,with lift,,"Welcome to this incredible apartment located on Rambla de Catalunya, one of the most prestigious and sought-after areas of Eixample Dreta in Barcelona. This property is truly exceptional and offers endless possibilities to create your dream home or a great investment opportunity.
As you step into"
63,Flat,/en/inmueble/100990263/,"1,580,000€","['\n\n\n\n\n\n\nFlat in calle de Roger de Llúria', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '580', '000€\n\n\n1', '620']",calle de Roger de Llúria,200 m²,5 bed.,5th,with lift,,"Wonderful corner property of approximately 200m in a royal estate with the best orientation in the heart of the Eixample.
It is located a few steps from Paseo de Gracia in one of the most beautiful corners of Cuadrado de Oro in Barcelona. It is a property located on one of the top floors of a royal"
64,Flat,/en/inmueble/101254353/,"193,000€","['\n\n\n\n\n\n\nFlat in calle de la Foneria', ' La Marina del Port', ' Barcelona\n\n\n193', '000€\n\n\n198', '000 €\n\n3%\n\n\n\n3 bed.\n78 m²\n6th floor exterior with lift\n\n\nFantastic house located on Foneria street with Mare de Deu del Port!\nThe property is located on a high floor', ' very quiet', ' bright and sunny. The apartment consists of 78 m2 built and distributed in a hall', ' 3 large bedrooms', ' a living room']",calle de la Foneria,78 m²,3 bed.,6th,with lift,,"Fantastic house located on Foneria street with Mare de Deu del Port!
The property is located on a high floor, very quiet, bright and sunny. The apartment consists of 78 m2 built and distributed in a hall, 3 large bedrooms, a living room, an independent kitchen with access to a laundry room and a co"
65,Flat,/en/inmueble/101603326/,"500,000€","['\n\n\n\n\n\n\nFlat in calle del Marroc', ' Provençals del Poblenou', ' Barcelona\n\n\n500', '000€\nGarage optional 20', '000 €\n\n\n2 bed.\n61 m²\n5th floor exterior with lift\n\n\nWelcome to this lovely 2 bed 1 bath apartment located in the desirable neighbourhood of Poblenou in Barcelona. Built in 2017', ' this apartment has a total surface area of 61m2 and is in great condition. It features a beautiful large balcony overlooking a park']",calle del Marroc,61 m²,2 bed.,5th,with lift,"Garage optional 20,000 €","Welcome to this lovely 2 bed 1 bath apartment located in the desirable neighbourhood of Poblenou in Barcelona. Built in 2017, this apartment has a total surface area of 61m2 and is in great condition. It features a beautiful large balcony overlooking a park, perfect for enjoying breakfast or dinner"
66,Penthouse,/en/inmueble/101604832/,"395,000€","['\n\n\n\n\n\n\nPenthouse in calle del Moianès', ' Hostafrancs', ' Barcelona\n\n\n395', '000€\n\n\n3 bed.\n109 m²\n6th floor exterior with lift\n\n\nIVOR HOME || Ref. V9062\nRecently renovated 109m2 penthouse distributed in 3 exterior bedrooms: 2 doubles and 1 single. This floor receives a lot of light due to its orientation and height', ' it is a sixth floor facing east. The living-dining room is spacious and bright']",calle del Moianès,109 m²,3 bed.,6th,with lift,,"IVOR HOME || Ref. V9062
Recently renovated 109m2 penthouse distributed in 3 exterior bedrooms: 2 doubles and 1 single. This floor receives a lot of light due to its orientation and height, it is a sixth floor facing east. The living-dining room is spacious and bright, has a rectangular floor plan a"
67,Flat,/en/inmueble/100293412/,"550,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aribau"", "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n550', '000€\n\n\n4 bed.\n98 m²\n1st floor exterior with lift\n\n\nFlat with tenant and great profitability perfect as an investment in Eixample.\nThis currently rented property offers a high profitability and is ideal for investors. The rent paid in recent years has been 2', '400 €/month and from August 2023 the amount will be 2']",calle d'Aribau,98 m²,4 bed.,1st,with lift,,"Flat with tenant and great profitability perfect as an investment in Eixample.
This currently rented property offers a high profitability and is ideal for investors. The rent paid in recent years has been 2,400 €/month and from August 2023 the amount will be 2,800 €/month. It's located in the heart"
68,Flat,/en/inmueble/101243323/,"448,250€","['\n\n\n\n\n\n\nFlat in calle de Guillem Tell', ' El Putxet i el Farró', ' Barcelona\n\n\n448', ""250€\n\n\n1 bed.\n47 m²\n3rd floor exterior with lift\n\n\nThis flat has 45 interior sqm and a 4 sqm balcony. It's part of a building with an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated"", ' with a perfect offer of shops and prestigious services: international schools']",calle de Guillem Tell,47 m²,1 bed.,3rd,with lift,,"This flat has 45 interior sqm and a 4 sqm balcony. It's part of a building with an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated, with a perfect offer of shops and prestigious services: international schools, business schools and p"
69,Flat,/en/inmueble/92281196/,"1,200,000€","['\n\n\n\n\n\n\nFlat in calle de la Diputació', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '200', '000€\n\n\n2 bed.\n150 m²\n1st floor exterior with lift\n\n\nREF: 3214910\nInmo Olaya offers you this high standing Apartment for Sale with all kinds of details']",calle de la Diputació,150 m²,2 bed.,1st,with lift,,"REF: 3214910
Inmo Olaya offers you this high standing Apartment for Sale with all kinds of details, in the L'Antiga Esquerra de l'Eixample neighborhood. The apartment is located on a farm with only 4 neighbors and located a few meters from Plaza Catalunya and Plaza Universidat. Totally central and"
70,Penthouse,/en/inmueble/96691051/,"1,090,000€","['\n\n\n\n\n\n\nPenthouse in calle Francesc Pérez Cabrero', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '090', '000€\n\n\n3 bed.\n150 m²\n8th floor exterior with lift\n\n\nThis penthouse to be refurbished is located right next to Turó Park', "" in uptown Barcelona. It's an excellent investment opportunity to project a personalised home in one of the most prestigious areas of the city. In addition""]",calle Francesc Pérez Cabrero,150 m²,3 bed.,8th,with lift,,"This penthouse to be refurbished is located right next to Turó Park, in uptown Barcelona. It's an excellent investment opportunity to project a personalised home in one of the most prestigious areas of the city. In addition, the terrace with mountain views is the perfect place to enjoy the outdoors."
71,Flat,/en/inmueble/100979732/,"780,000€","['\n\n\n\n\n\n\nFlat in El Putxet i el Farró', ' Barcelona\n\n\n780', '000€\nGarage optional 30', '000 €\n\n\n800', '000 €\n\n3%\n\n\n\n5 bed.\n173 m²\n2nd floor exterior with lift\n\n\nApartment overlooking the Barcino Tennis court\nExceptional 167m2 built apartment and 12m2 open balcony with phenomenal views of Collserola and Barcino Tennis.\nIt has a functional distribution']",El Putxet i el Farró,173 m²,5 bed.,2nd,with lift,"Garage optional 30,000 €","Apartment overlooking the Barcino Tennis court
Exceptional 167m2 built apartment and 12m2 open balcony with phenomenal views of Collserola and Barcino Tennis.
It has a functional distribution, with a clear differentiation between the day area and the night area separated by a large hall at the entra"
72,Duplex,/en/inmueble/101070841/,"285,000€","['\n\n\n\n\n\n\nDuplex in Sant Martí de Provençals', ' Barcelona\n\n\n285', '000€\n\n\n290', '000 €\n\n2%\n\n\n\n2 bed.\n140 m²\nGround floor exterior without lift\n\n\nLoft + Studio Duplex in Sant Martí\nLocated in a 1996 building', ' originally a commercial premiss', ' the property was renovated with a contemporary industrial style and consists of a duplex design Loft and a duplex Studio', ' both with independent entrances and double orientation', ' large windows']",Sant Martí de Provençals,140 m²,2 bed.,Ground,without lift,,"Loft + Studio Duplex in Sant Martí
Located in a 1996 building, originally a commercial premiss, the property was renovated with a contemporary industrial style and consists of a duplex design Loft and a duplex Studio, both with independent entrances and double orientation, large windows, lots of lig"
73,Flat,/en/inmueble/100295719/,"149,700€","['\n\n\n\n\n\n\nFlat in calle de Concepción Arenal', ' El Congrés i els Indians', ' Barcelona\n\n\n149', '700€\n\n\n2 bed.\n56 m²\nGround floor interior with lift\n\n\nDo you want to live a 2-minute walk from La Sagrera station?\nApartment in Barcelona La Sagrera area', ' 56 m. of surface', ' a double room and a simple room', ' a bathroom.\nProperty to move into', ' kitchen furniture only', ' interior wood carpentry', ' east orientation', ' terrazzo']",calle de Concepción Arenal,56 m²,2 bed.,Ground,with lift,,"Do you want to live a 2-minute walk from La Sagrera station?
Apartment in Barcelona La Sagrera area, 56 m. of surface, a double room and a simple room, a bathroom.
Property to move into, kitchen furniture only, interior wood carpentry, east orientation, terrazzo, aluminum exterior carpentry.
Extr"
74,Flat,/en/inmueble/101613942/,"345,000€","['\n\nFlat in calle de Casteràs', ' Sants - Badal', ' Barcelona\n\n\n345', '000€\n\n\n4 bed.\n93 m²\n4th floor exterior with lift\n\n\nOPPORTUNITY IN THE AREA!\nLocated in the Badal area', ' 2 minutes from the Badal (L5) and Mercat Nou (L1) Metro stops and several bus lines. Surrounded by all kinds of services and shops.\n4th floor in a building from 1970 that has an elevator. It consists of 93m² built', ' distributed in 4 bedrooms']",calle de Casteràs,93 m²,4 bed.,4th,with lift,,"OPPORTUNITY IN THE AREA!
Located in the Badal area, 2 minutes from the Badal (L5) and Mercat Nou (L1) Metro stops and several bus lines. Surrounded by all kinds of services and shops.
4th floor in a building from 1970 that has an elevator. It consists of 93m² built, distributed in 4 bedrooms, a sp"
75,Flat,/en/inmueble/101564658/,"1,090,000€","['\n\n\n\n\n\n\nFlat in calle Francesc Pérez Cabrero', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '090', '000€\n\n\n3 bed.\n130 m²\nGround floor exterior with lift\n\n\nFantastic penthouse for sale to reform located next to Turó Park', ' Galvany area']",calle Francesc Pérez Cabrero,130 m²,3 bed.,Ground,with lift,,"Fantastic penthouse for sale to reform located next to Turó Park, Galvany area, with a spectacular 60m2 terrace with wonderful views of the city.
This exclusive house has 130 m2 very well distributed.
The living-dining room has large windows through which a lot of natural light enters since it has"
76,Flat,/en/inmueble/100780613/,"320,000€","['\n\n\n\n\n\n\nFlat in La Font de la Guatlla', ' Barcelona\n\n\n320', '000€\n\n\n330']",La Font de la Guatlla,76 m²,3 bed.,Mezzanine,lift,,"Excellent refurbished flat in Plaza España
Engel & Völkers presents this beautiful recently renovated apartment located a few meters from Plaza Espanya. It is a 3-bedroom apartment facing south-east. The house has 75m2.
We access the house through the entrance hall where we find the first interior"
77,Flat,/en/inmueble/98429687/,"1,890,000€","['\n\n\n\n\n\n\nFlat in paseo de Garcia Fària', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n1', '890', '000€\nParking included\n\n\n5 bed.\n285 m²\n16th floor exterior with lift\n\n\nApartment with terrace and sea views for sale in Diagonal Mar', ' Barcelona\nIncredible home with a terrace and sea views', ' in one of the most exclusive and emblematic residential complexes in Diagonal Mar', ' Illa de la Llum.\nSpectacular views of the sea thanks to its height and orientation']",paseo de Garcia Fària,285 m²,5 bed.,16th,with lift,Parking included,"Apartment with terrace and sea views for sale in Diagonal Mar, Barcelona
Incredible home with a terrace and sea views, in one of the most exclusive and emblematic residential complexes in Diagonal Mar, Illa de la Llum.
Spectacular views of the sea thanks to its height and orientation, which allows"
78,Flat,/en/inmueble/101608096/,"580,000€","['\n\n\n\n\n\n\nFlat in calle de Balmes', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n580']",calle de Balmes,131 m²,4 bed.,2nd,with lift,,"C/ Balmes- Jto C/ Madrazo. Interesting corner house TO REFORM of 131m³ according to cadastre (121m² of housing + 10m² of common elements) in a royal estate with Elevator and STORAGE ROOM in the same estate.
House with many possibilities practically totally exterior to 2 WINDS with great entrance of"
79,Flat,/en/inmueble/101579256/,"185,000€","['\n\n\n\n\n\n\nFlat in ronda de Sant Pau', ' Sant Antoni', ' Barcelona\n\n\n185', '000€\n\n\n1 bed.\n37 m²\n2nd floor exterior without lift\n\n\nExcellent apartment with seasonal tenant and monthly rent of €950 until February 2024', ' two minutes from the Mercat de Sant Antoni!\nOf 32 useful m2 renovated ready to move into', ' distributed in a living room with an American-style kitchen equipped', ' very bright with two windows', ' 1 double bedroom']",ronda de Sant Pau,37 m²,1 bed.,2nd,without lift,,"Excellent apartment with seasonal tenant and monthly rent of €950 until February 2024, two minutes from the Mercat de Sant Antoni!
Of 32 useful m2 renovated ready to move into, distributed in a living room with an American-style kitchen equipped, very bright with two windows, 1 double bedroom, 1 li"
80,Flat,/en/inmueble/101602953/,"290,000€","['\n\n\n\n\n\n\nFlat in Passatge de Simó', ' La Sagrada Família', ' Barcelona\n\n\n290', '000€\n\n\n2 bed.\n55 m²\n1st floor interior without lift\n\n\nREFERENCE: LAU-SFLI24270\nPROPERTY TO BE COMPLETELY REFORMED WITH TERRACE!\nIn one of the best areas', ' near La Sagrada Familia', ' very close to all kinds of shops', ' Sant Pau hospital', ' schools']",Passatge de Simó,55 m²,2 bed.,1st,without lift,,"REFERENCE: LAU-SFLI24270
PROPERTY TO BE COMPLETELY REFORMED WITH TERRACE!
In one of the best areas, near La Sagrada Familia, very close to all kinds of shops, Sant Pau hospital, schools, CC Les Glorias. Very well connected with line 5 (Blue) and line 2 (Purple) Sagrada Familia stop and with variou"
81,Flat,/en/inmueble/101064998/,"690,000€","['\n\n\n\n\n\n\nFlat in calle de El Escorial', "" El Camp d'En Grassot i Gràcia Nova"", ' Barcelona\n\n\n690', '000€\n\n\n3 bed.\n145 m²\nGround floor exterior with lift\n\n\nThis property is located in a building in the upper part of Gracia', ' one of the most charming neighbourhoods in Barcelona. The surrounding area has a wide variety of shops and services for day to day life', ' public transport', ' large green areas']",calle de El Escorial,145 m²,3 bed.,Ground,with lift,,"This property is located in a building in the upper part of Gracia, one of the most charming neighbourhoods in Barcelona. The surrounding area has a wide variety of shops and services for day to day life, public transport, large green areas, lively streets and squares and a charming range of leisure"
