,type,reference,price,district,street,area,plant,lift,parking,description
168,Flat,/en/inmueble/100775745/,"1,500,000€","['\n\n\n\n\n\n\nFlat in paseo de García Faria', ' 81', ' Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n1', '500', '000€\nParking included\n\n\n4 bed.\n200 m²\n8th floor exterior with lift\n\n\nIn the exclusive complex of Illa de Mar in Diagonal de Mar']",paseo de García Faria,200 m²,8th,with lift,Parking included,"In the exclusive complex of Illa de Mar in Diagonal de Mar, we find this magnificent apartment on the beachfront. It is located in front of Barcelona Beach and has spectacular views.
It is an apartment that has 130 m2 to which must be added a glazed terrace of 70 m2.
The house has a living-dining"
169,Detached,/en/inmueble/96746075/,"1,250,000€","['\n\n\n\n\n\n\nDetached house in El Putxet i el Farró', ' Barcelona\n\n\n1', '250', '000€\n\n\n6 bed.\n487 m²\n\n\nMagnificent opportunity to renovate a detached house on a private plot of 600m2', ' located in a wonderful setting right next to the Turó del Putxet Gardens', ' so the contact with nature will be wonderful.\nIt is an old school', ' with the possibility of converting it into a residential property']",El Putxet i el Farró,487 m²,,,,"Magnificent opportunity to renovate a detached house on a private plot of 600m2, located in a wonderful setting right next to the Turó del Putxet Gardens, so the contact with nature will be wonderful.
It is an old school, with the possibility of converting it into a residential property, to make fo"
170,Flat,/en/inmueble/96656592/,"369,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n369']",L'Antiga Esquerra de l'Eixample,66 m²,,,,Mezzanine of 60m² with interior terrace of 15m² extremely calm and quiet located in the heart of the city. Its fantastic location makes this property a great opportunity for buyers looking to enjoy all the amenities of the city. It should also be mentioned that it is well served by a wide network of
171,Penthouse,/en/inmueble/98121897/,"1,600,000€","['\n\n\n\n\n\n\nPenthouse in Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '600', '000€\n\n\n4 bed.\n184 m²\n with lift\n\n\nMagnificent apartment located in the neighborhood of Tres Torres', ' 600 meters from Turó Parc and close to all services. In a restored building with concierge']",Sant Gervasi - Galvany,184 m²,,,,"Magnificent apartment located in the neighborhood of Tres Torres, 600 meters from Turó Parc and close to all services. In a restored building with concierge, parking and a large communal area with rooms for private events.
The property measures 260m2 counting the common elements according to the la"
172,Flat,/en/inmueble/101512125/,"430,000€","['\n\nFlat in calle Rambla', ' El Raval', ' Barcelona\n\n\n430', '000€\n\n\n1 bed.\n80 m²\n3rd floor exterior with lift\n\n\nSpacious and bright apartment on the Rambla next to the Liceo.\nThis fully renovated apartment is made up of a living room with an open kitchen', ' one bathroom']",calle Rambla,80 m²,3rd,with lift,,"Spacious and bright apartment on the Rambla next to the Liceo.
This fully renovated apartment is made up of a living room with an open kitchen, one bathroom, a courtesy toilet and a double room.
Upon entering we find a spacious dining room facing northeast with views of the Rambla. Next to it is"
173,Penthouse,/en/inmueble/95595909/,"1,490,000€","['\n\n\n\n\n\n\nPenthouse in Guillem Tell', ' El Putxet i el Farró', ' Barcelona\n\n\n1', '490', '000€\n\n\n3 bed.\n120 m²\n4th floor exterior with lift\n\n\nExclusive new construction penthouse with private pool very close to Plaza Molina.\nThis property occupies the entire upper floor of the building', ' it has a constructed area of 120m2 plus 40 m2 of solarium and a large terrace of 10 m2 at the foot of the kitchen and 2 balconies facing the street']",Guillem Tell,120 m²,4th,with lift,,"Exclusive new construction penthouse with private pool very close to Plaza Molina.
This property occupies the entire upper floor of the building, it has a constructed area of 120m2 plus 40 m2 of solarium and a large terrace of 10 m2 at the foot of the kitchen and 2 balconies facing the street, an a"
174,Flat,/en/inmueble/93303890/,"750,000€","['\n\n\n\n\n\n\nFlat in calle de Provença', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n750', '000€\n\n\n2 bed.\n102 m²\n1st floor exterior with lift\n\n\nIn the center of Barcelona', ' between Rambla Catalunya and Paseo de Gracia', ' with views of La Pedrera', ' we find this modern and functional apartment', ' located in the recently built Montecarlo Building.Of 102m² distributed in a spacious living room with large windows and unobstructed views']",calle de Provença,102 m²,1st,with lift,,"In the center of Barcelona, between Rambla Catalunya and Paseo de Gracia, with views of La Pedrera, we find this modern and functional apartment, located in the recently built Montecarlo Building.Of 102m² distributed in a spacious living room with large windows and unobstructed views, a fully equipp"
175,Penthouse,/en/inmueble/90530814/,"1,900,000€","['\n\n\n\n\n\n\nPenthouse in El Poblenou', ' Barcelona\n\n\n1', '900', '000€\nParking included\n\n\n2 bed.\n134 m²\n14th floor exterior with lift\n\n\nPenthouse for sale in Barcelona', ' with 1.442. 376 ft²', ' 2 rooms and 2 bathrooms', ' 2 Parking places', ' Storage room']",El Poblenou,134 m²,14th,with lift,Parking included,"Penthouse for sale in Barcelona, with 1.442. 376 ft², 2 rooms and 2 bathrooms, 2 Parking places, Storage room, Lift and Air conditioning."
176,Flat,/en/inmueble/100042626/,"310,000€","['\n\n\n\n\n\n\nFlat in calle Burgos', ' Sants', ' Barcelona\n\n\n310', '000€\n\n\n2 bed.\n73 m²\n2nd floor exterior with lift\n\n\nThe images correspond to another apartment renovated by the same builder.\nDELIVERY JULY 2023\nHouse with two bedrooms and three bathrooms. The house is made up of 73m2. Two double bedrooms with bathroom en suite and a bathroom in the living room.\nOld farm']",calle Burgos,73 m²,2nd,with lift,,"The images correspond to another apartment renovated by the same builder.
DELIVERY JULY 2023
House with two bedrooms and three bathrooms. The house is made up of 73m2. Two double bedrooms with bathroom en suite and a bathroom in the living room.
Old farm, few neighbors with community terrace. The"
177,Flat,/en/inmueble/101373954/,"260,000€","['\n\n\n\n\n\n\nFlat in Rosend Arus', ' Sants', ' Barcelona\n\n\n260', '000€\n\n\n3 bed.\n76 m²\n5th floor exterior with lift\n\n\nExcellent 75m2 house to move into next to Plaça La Farga.\nIt has three bedrooms', ' two of them doubles', ' and two complete bathrooms. Large living room with air conditioning. The entire property has gas heating. In turn']",Rosend Arus,76 m²,5th,with lift,,"Excellent 75m2 house to move into next to Plaça La Farga.
It has three bedrooms, two of them doubles, and two complete bathrooms. Large living room with air conditioning. The entire property has gas heating. In turn, it has an independent kitchen.
The house is located on a fifth real floor in a bu"
178,Detached,/en/inmueble/101527659/,"3,100,000€","['\n\n\n\n\n\n\nDetached house in camino de Vallvidrera al Tibidabo', ' Vallvidrera - El Tibidabo i les Planes', ' Barcelona\n\n\n3', '100', '000€\nParking included\n\n\n10 bed.\n648 m²\n\n\nDo you want to live in the highest private house in Barcelona?\nWe have the privilege to offer for sale this impressive modernist unique piece known as ""Villa Tibidabo"". Designed by the architect Albert Juan Torner']",cam,648 m²,,,Parking included,"Do you want to live in the highest private house in Barcelona?
We have the privilege to offer for sale this impressive modernist unique piece known as ""Villa Tibidabo"". Designed by the architect Albert Juan Torner, at the foot of Tibidabo and with a spectacular panoramic view of Barcelona with the s"
179,Flat,/en/inmueble/101441229/,"270,000€","['\n\n\n\n\n\n\nFlat in travesía De Dalt', ' La Salut', ' Barcelona\n\n\n270', '000€\n\n\n3 bed.\n61 m²\n5th floor exterior with lift\n\n\nBright and quiet and charming apartment in the Gracia neighborhood in Barcelona.\nThis apartment is very bright', ' cozy and very peaceful', ' as it is on the 5th floor of a building with a communal terrace and elevator. It is located 20 minutes from the sea in the Gracia neighborhood']",travesía De Dalt,61 m²,5th,with lift,,"Bright and quiet and charming apartment in the Gracia neighborhood in Barcelona.
This apartment is very bright, cozy and very peaceful, as it is on the 5th floor of a building with a communal terrace and elevator. It is located 20 minutes from the sea in the Gracia neighborhood, which allows you to"
180,Detached,/en/inmueble/100411761/,"3,700,000€","['\n\n\n\n\n\n\nDetached house in calle de Ganduxer', ' Sant Gervasi - La Bonanova', ' Barcelona\n\n\n3', '700']",calle de Ganduxer,554 m²,,,Parking included,"Exclusive home for sale in Barcelona
Spectacular and exclusive apartment in the best building in the Sarria Sant Gervasi neighborhood
We present a 548 m2 useful house and two large terraces to enjoy the Mediterranean climate of Barcelona.
It is an excellent and unique product due to its spaciousness"
181,Flat,/en/inmueble/99633651/,"325,000€","['\n\n\n\n\n\n\nFlat in El Raval', ' Barcelona\n\n\n325', '000€\n\n\n3 bed.\n73 m²\n6th floor exterior with lift\n\n\nFlat for sale in Barcelona', ' with 785.772 ft²']",El Raval,73 m²,6th,with lift,,"Flat for sale in Barcelona, with 785.772 ft², 3 rooms and 1 bathrooms and Lift."
182,Flat,/en/inmueble/97947953/,"550,000€","['\n\n\n\n\n\n\nFlat in La Vila Olímpica del Poblenou', ' Barcelona\n\n\n550', '000€\nParking included\n\n\n1 bed.\n100 m²\n3rd floor exterior with lift\n\n\nFlat for sale in Barcelona', ' with 1', '087 ft²', ' 1 rooms and 1 bathrooms', ' Garage']",La Vila Olímpica del Poblenou,100 m²,3rd,with lift,Parking included,"Flat for sale in Barcelona, with 1,087 ft², 1 rooms and 1 bathrooms, Garage, Lift and Air conditioning."
183,Flat,/en/inmueble/90125994/,"1,320,000€","['\n\n\n\n\n\n\nFlat in Diagonal Mar i el Front Marítim del Poblenou', ' Barcelona\n\n\n1', '320', '000€\nParking included\n\n\n3 bed.\n152 m²\n4th floor exterior with lift\n\n\nFlat for sale in Barcelona', ' with 1', '636 ft²', ' 3 rooms and 2 bathrooms', ' Swimming pool', ' Garage']",Diagonal Mar i el Front Marítim del Poblenou,152 m²,4th,with lift,Parking included,"Flat for sale in Barcelona, with 1,636 ft², 3 rooms and 2 bathrooms, Swimming pool, Garage, Lift and Air conditioning."
184,Flat,/en/inmueble/97901653/,"530,000€","['\n\n\n\n\n\n\nFlat in Sant Antoni', ' Barcelona\n\n\n530', '000€\n\n\n2 bed.\n82 m²\n6th floor exterior with lift\n\n\nFlat for sale in Barcelona', ' with 883 ft²', ' 2 rooms and 1 bathrooms']",Sant Antoni,82 m²,6th,with lift,,"Flat for sale in Barcelona, with 883 ft², 2 rooms and 1 bathrooms, Lift and Air conditioning."
185,Flat,/en/inmueble/100548581/,"750,000€","['\n\n\n\n\n\n\nFlat in calle Madrazo', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n750', '000€\nParking included\n\n\n780', '000 €\n\n4%\n\n\n\n3 bed.\n130 m²\n1st floor exterior with lift\n\n\nStylish and bright refurbished apartment with terrace and parking in uptown.\nBeautiful flat recently refurbished brand new', "" with refined taste and enhancing the diaphanous spaces full of natural light. It's located in uptown Barcelona"", ' close to Turó Park and surrounded by services', ' shops']",calle Madrazo,130 m²,1st,with lift,Parking included,"Stylish and bright refurbished apartment with terrace and parking in uptown.
Beautiful flat recently refurbished brand new, with refined taste and enhancing the diaphanous spaces full of natural light. It's located in uptown Barcelona, close to Turó Park and surrounded by services, shops, restauran"
186,Flat,/en/inmueble/100924557/,"2,500,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '500', '000€\nParking included\n\n\n5 bed.\n258 m²\n1st floor exterior with lift\n\n\nNew construction apartment with private pool for sale in Eixample Dreta', ' Barcelona\nSpectacular new construction apartment with private pool and terrace in Eixample Dreta']",La Dreta de l'Eixample,258 m²,1st,with lift,Parking included,"New construction apartment with private pool for sale in Eixample Dreta, Barcelona
Spectacular new construction apartment with private pool and terrace in Eixample Dreta, Barcelona
The high standing new construction project is located in the heart of the Eixample Golden Square.
This spectacular f"
187,Penthouse,/en/inmueble/101146263/,"1,216,000€","[""\n\n\n\n\n\n\nPenthouse in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '216', '000€\n\n\n2 bed.\n157 m²\n5th floor exterior with lift\n\n\nBrand new penthouse duplex with terrace in Eixample.\nThis penthouse is located in a fully refurbished modernist building with lift', ' next to the historic Universitat de Barcelona', ' in the heart of the city centre', ' with the best services and communications']",L'Antiga Esquerra de l'Eixample,157 m²,5th,with lift,,"Brand new penthouse duplex with terrace in Eixample.
This penthouse is located in a fully refurbished modernist building with lift, next to the historic Universitat de Barcelona, in the heart of the city centre, with the best services and communications, just 3 streets away from Plaza Catalunya and"
188,Flat,/en/inmueble/101007100/,"690,000€","['\n\n\n\n\n\n\nFlat in calle del Consell de Cent', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n690', ""000€\n\n\n2 bed.\n85 m²\n1st floor exterior with lift\n\n\nWonderful apartment for sale in the heart of Barcelona's Ensanche Derecho""]",calle del Consell de Cent,85 m²,1st,with lift,,"Wonderful apartment for sale in the heart of Barcelona's Ensanche Derecho, just around the corner from the elegant Rambla de Catalunya known for its luxurious stores and known even more for its restaurants with terraces ideal for enjoying the good weather in Barcelona.
The apartment is a real marve"
189,Flat,/en/inmueble/100507504/,"740,000€","['\n\n\n\n\n\n\nFlat in calle Gran de Gràcia', ' Vila de Gràcia', ' Barcelona\n\n\n740', '000€\n\n\n2 bed.\n97 m²\n1st floor interior with lift\n\n\nBeautiful and quiet refurbished apartment in a regal estate building in Gracia.\nThis beautifully refurbished property is located in the upper part of the Gracia neighbourhood', ' one of the most special areas of Barcelona and an ideal place to live or move into for a few months in the city. Therefore']",calle Gran de Gràcia,97 m²,1st,with lift,,"Beautiful and quiet refurbished apartment in a regal estate building in Gracia.
This beautifully refurbished property is located in the upper part of the Gracia neighbourhood, one of the most special areas of Barcelona and an ideal place to live or move into for a few months in the city. Therefore,"
190,Flat,/en/inmueble/99593299/,"1,180,000€","['\n\n\n\n\n\n\nFlat in calle de Balmes', ' Sant Gervasi - La Bonanova', ' Barcelona\n\n\n1', '180', '000€\nGarage optional 36', '000 €\n\n\n5 bed.\n289 m²\n3rd floor exterior with lift\n\n\nRenovated intern apartment in Sant Gervasi- La Bonanova']",calle de Balmes,289 m²,3rd,with lift,"Garage optional 36,000 €","Renovated intern apartment in Sant Gervasi- La Bonanova, Barcelona
Exclusive renovated intern apartment of 281m² built according to cadastre and a 16m² terrace in a stately estate with counseling.
The house is distributed in a spacious and bright living room in two rooms of 60m2.
Office kitchen wi"
191,Penthouse,/en/inmueble/100095920/,"549,000€","['\n\n\n\n\n\n\nPenthouse in calle de la Canuda', ' El Gòtic', ' Barcelona\n\n\n549', '000€\n\n\n2 bed.\n95 m²\n5th floor exterior with lift\n\n\nAmazing brand new refurbished penthouse with terrace in the centre of Barcelona.\nThis fantastic penthouse with 65 built interior sqm a 30 sqm terrace enjoys a privileged location right in the centre of Barcelona', ' a few steps away from Plaza Catalunya']",calle de la Canuda,95 m²,5th,with lift,,"Amazing brand new refurbished penthouse with terrace in the centre of Barcelona.
This fantastic penthouse with 65 built interior sqm a 30 sqm terrace enjoys a privileged location right in the centre of Barcelona, a few steps away from Plaza Catalunya, La Rambla and Paseo de Gracia. The area combine"
192,Flat,/en/inmueble/99577240/,"1,350,000€","['\n\n\n\n\n\n\nFlat in calle de Bailèn', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '350', '000€\n\n\n3 bed.\n180 m²\n3rd floor exterior without lift\n\n\nFabulous townhouse for sale', ' located in a quiet passage with hardly any car traffic', ' right next to Passeig de Sant Joan', ' which is a beautiful avenue with wide pedestrian sidewalks']",calle de Bailèn,180 m²,3rd,without lift,,"Fabulous townhouse for sale, located in a quiet passage with hardly any car traffic, right next to Passeig de Sant Joan, which is a beautiful avenue with wide pedestrian sidewalks, plenty of good restaurants and terraces to enjoy the outdoors.
The house is located in a middle point between Passeig"
193,Flat,/en/inmueble/97607493/,"1,250,000€","['\n\n\n\n\n\n\nFlat in calle de Llull', ' La Vila Olímpica del Poblenou', ' Barcelona\n\n\n1', '250', '000€\n\n\n5 bed.\n150 m²\n5th floor exterior with lift\n\n\nThis truly spectacular duplex penthouse is located in the heart of the Olympic Village in a very exclusive resort area. With a large balcony', ' it has a tourist license for ten people. Spacious and elegant']",calle de Llull,150 m²,5th,with lift,,"This truly spectacular duplex penthouse is located in the heart of the Olympic Village in a very exclusive resort area. With a large balcony, it has a tourist license for ten people. Spacious and elegant, it is also very comfortable.
It has a fully equipped and functional kitchen. The spacious livi"
194,Flat,/en/inmueble/85887505/,"1,650,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '650', '000€\n\n\n3 bed.\n166 m²\n5th floor exterior with lift\n\n\nHigh apartment full of light with privileged views of Casa Batlló and Casa Ametller. It consists of living room with terrace of 5 m2', ' facing south. Equipped kitchen', ' living room and a bathroom. The night area consists of 3 rooms']",paseo de Gràcia,166 m²,5th,with lift,,"High apartment full of light with privileged views of Casa Batlló and Casa Ametller. It consists of living room with terrace of 5 m2, facing south. Equipped kitchen, living room and a bathroom. The night area consists of 3 rooms, one of them with its own bathroom and another full bathroom for the re"
195,Flat,/en/inmueble/100824251/,"469,000€","['\n\n\n\n\n\n\nFlat in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n469', '000€\n\n\n495', '000 €\n\n5%\n\n\n\n3 bed.\n94 m²\n3rd floor exterior with lift\n\n\nSensational and bright apartment in a refurbished building in the heart of Born.\nExclusive flat next to the Palau de la Música and the Santa Caterina Market', ' in the heart of El Born. The location is exceptional']",Sant Pere - Santa Cater,94 m²,3rd,with lift,,"Sensational and bright apartment in a refurbished building in the heart of Born.
Exclusive flat next to the Palau de la Música and the Santa Caterina Market, in the heart of El Born. The location is exceptional, just 10 minutes walking from Plaza Catalunya and in the most eclectic and dynamic neigh"
196,Flat,/en/inmueble/96728348/,"650,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aribau"", "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n650', '000€\n\n\n4 bed.\n131 m²\n7th floor exterior with lift\n\n\nVery bright property in Eixample Esquerra\nA large 131 sqm property', ' flooded with natural light', ' on the penultimate floor of a classical building. Located one step from the very sought-after Enric Granados Street and 5 minutes from Diagonal Avenue']",calle d'Aribau,131 m²,7th,with lift,,"Very bright property in Eixample Esquerra
A large 131 sqm property, flooded with natural light, on the penultimate floor of a classical building. Located one step from the very sought-after Enric Granados Street and 5 minutes from Diagonal Avenue, in the one of the best neighbourhoods of Eixample Es"
197,Flat,/en/inmueble/101127926/,"895,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n895', ""000€\n\n\n3 bed.\n161 m²\n1st floor exterior with lift\n\n\nImpressive and spacious apartment with original features in Barcelona's Old Town.\nThis stunning property occupies the entire first floor of a listed building that was completely refurbished in 2008. It's located in one of the best areas of Barcelona's Gothic Quarter""]",El Gòtic,161 m²,1st,with lift,,"Impressive and spacious apartment with original features in Barcelona's Old Town.
This stunning property occupies the entire first floor of a listed building that was completely refurbished in 2008. It's located in one of the best areas of Barcelona's Gothic Quarter, just a few steps from Plaza San"
198,Flat,/en/inmueble/89241082/,"585,000€","['\n\n\n\n\n\n\nFlat in Sant Antoni', ' Barcelona\n\n\n585', '000€\n\n\n3 bed.\n124 m²\n1st floor exterior with lift\n\n\nBrand new apartment with terrace in Sant Antoni\nLocated on the main floor of a beautiful classic building with elevator and wheelchair ramp', ' this cozy apartment of 124 sqm', ' fully renovated', ' has three bedrooms', ' a study', ' two bathrooms (one en suite)', ' practical open kitchen']",Sant Antoni,124 m²,1st,with lift,,"Brand new apartment with terrace in Sant Antoni
Located on the main floor of a beautiful classic building with elevator and wheelchair ramp, this cozy apartment of 124 sqm, fully renovated, has three bedrooms, a study, two bathrooms (one en suite), practical open kitchen, living room with two exits"
199,Terraced,/en/inmueble/100814916/,"550,000€","['\n\n\n\n\n\n\nTerraced house in calle de Sant Narcís', ' Sant Andreu', ' Barcelona\n\n\n550', '000€\n\n\n4 bed.\n145 m²\n\n\nFabulous semi-detached house in the heart of Sant Andreu']",calle de Sant Narcís,145 m²,,,,"Fabulous semi-detached house in the heart of Sant Andreu, in a semi-pedestrian street. The property consists of 145 m2 built and is distributed as follows:
Floor 0:
- Hall hall
- 1 exterior double bedroom
- Living room with fireplace
- Large kitchen with direct access to the rear terrace
Floor 1:
-"
200,Flat,/en/inmueble/100084266/,"1,475,000€","['\n\n\n\n\n\n\nFlat in calle de la Emancipación', ' Les Tres Torres', ' Barcelona\n\n\n1', '475', '000€\nParking included\n\n\n7 bed.\n291 m²\n1st floor exterior with lift\n\n\nExclusive Property in La Bonanova', ' a farm designed by the famous architect Mr. Mitjans Miró. Privileged location', ' very quiet street and close to Pau Alcover and Calatrava streets.\nIt has a nice communal area']",calle de la Emancipación,291 m²,1st,with lift,Parking included,"Exclusive Property in La Bonanova, a farm designed by the famous architect Mr. Mitjans Miró. Privileged location, very quiet street and close to Pau Alcover and Calatrava streets.
It has a nice communal area, with a private pediment court and circular entrance/exit access to the interior of the farm"
201,Flat,/en/inmueble/98930358/,"780,000€","['\n\n\n\n\n\n\nFlat in Gran Via de les Corts Catalanes', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n780', '000€\n\n\n795', '000 €\n\n2%\n\n\n\n4 bed.\n143 m²\n1st floor exterior with lift\n\n\nSpacious apartment in Eixample Dret\nWe access this property through a wide distributor that separates the day area from the night area. In the night area', ' we find 2 double bedrooms that overlook Gran Vía', ' one currently used as an office']",Gran Via de les Corts Catalanes,143 m²,1st,with lift,,"Spacious apartment in Eixample Dret
We access this property through a wide distributor that separates the day area from the night area. In the night area, we find 2 double bedrooms that overlook Gran Vía, one currently used as an office, before them we have a new and renovated bathroom with a bathtu"
202,Flat,/en/inmueble/100973252/,"1,490,000€","['\n\n\n\n\n\n\nFlat in calle de la Mercè', ' El Gòtic', ' Barcelona\n\n\n1', '490', '000€\n\n\n5 bed.\n301 m²\n2nd floor exterior without lift\n\n\nExtraordinary main floor to renovate of 270 m2 of housing overlooking the Port Vell in a regal estate in the Gothic Quarter. The wonderful high ceilings with wooden beams and volta catalana', ' the hydraulic floors in good condition']",calle de la Mercè,301 m²,2nd,without lift,,"Extraordinary main floor to renovate of 270 m2 of housing overlooking the Port Vell in a regal estate in the Gothic Quarter. The wonderful high ceilings with wooden beams and volta catalana, the hydraulic floors in good condition, the wooden doors of the beautiful balconies overlooking the Passeig d"
203,Flat,/en/inmueble/99259415/,"650,000€","['\n\n\n\n\n\n\nFlat in calle de Floridablanca', ' Sant Antoni', ' Barcelona\n\n\n650', '000€\n\n\n3 bed.\n117 m²\n4th floor exterior with lift\n\n\nStunning flat in Floridablanca street Sant Antoni\nIn a classic building in the district of Sant Antoni', ' close to the Plaça Universitat and a 10 minute walk from the Plaça Catalunya', ' we find this impressive apartment. The property consists of one floor of a constructed area of approximately 117 sqm']",calle de Floridablanca,117 m²,4th,with lift,,"Stunning flat in Floridablanca street Sant Antoni
In a classic building in the district of Sant Antoni, close to the Plaça Universitat and a 10 minute walk from the Plaça Catalunya, we find this impressive apartment. The property consists of one floor of a constructed area of approximately 117 sqm,"
204,Flat,/en/inmueble/100593458/,"412,000€","['\n\n\n\n\n\n\nFlat in Sant Antoni', ' Barcelona\n\n\n412', '000€\n\n\n2 bed.\n69 m²\n2nd floor exterior with lift\n\n\nAmazing new property in the heart of Barcelona.\nThis flat is part of a new building with 10 flats', ' just a few metres from Plaza Catalunya', ' Plaza Universitat', ' Las Ramblas and Ronda Sant Antoni. It enjoys an enviable location in the centre of Barcelona', ' with all kinds of shops']",Sant Antoni,69 m²,2nd,with lift,,"Amazing new property in the heart of Barcelona.
This flat is part of a new building with 10 flats, just a few metres from Plaza Catalunya, Plaza Universitat, Las Ramblas and Ronda Sant Antoni. It enjoys an enviable location in the centre of Barcelona, with all kinds of shops, services and public tr"
205,Flat,/en/inmueble/98935958/,"1,850,000€","[""\n\n\n\n\n\n\nFlat in calle d'Enric Granados"", "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '850', ""000€\n\n\n3 bed.\n173 m²\n6th floor exterior with lift\n\n\nSotheby's International Realty is pleased to present this unique home:\nEnric Granados"", ' The Beauty of Imperfection.\nThe house is at the midpoint between two aesthetic trends: on the one hand', ' it maintains elements of Catalan modernism']",calle d'Enric Granados,173 m²,6th,with lift,,"Sotheby's International Realty is pleased to present this unique home:
Enric Granados, The Beauty of Imperfection.
The house is at the midpoint between two aesthetic trends: on the one hand, it maintains elements of Catalan modernism, with details present both in common areas of the building and in"
206,Penthouse,/en/inmueble/99742737/,"3,650,000€","['\n\n\n\n\n\n\nPenthouse in plaza de Francesc Macià', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n3', '650', '000€\n\n\n5 bed.\n360 m²\n8th floor exterior with lift\n\n\nIn Avenida Diagonal in Barcelona we find this spectacular duplex penthouse.\nCompletely exterior floor', ' which stands out for its great luminosity during the day and evening and for its terraces', ' two of them on each level and a large terrace on the rooftop.\nOn the floor that welcomes us']",plaza de Francesc Macià,360 m²,8th,with lift,,"In Avenida Diagonal in Barcelona we find this spectacular duplex penthouse.
Completely exterior floor, which stands out for its great luminosity during the day and evening and for its terraces, two of them on each level and a large terrace on the rooftop.
On the floor that welcomes us, we find a l"
207,Duplex,/en/inmueble/85492314/,"2,150,000€","['\n\n\n\n\n\n\nDuplex in avenida de Pedralbes', ' Pedralbes', ' Barcelona\n\n\n2', '150', '000€\nParking included\n\n\n5 bed.\n328 m²\nGround floor exterior with lift\n\n\nThis large home is located in one of the classic estates of Pedralbes with few neighbors and a large communal pool']",avenida de Pedralbes,328 m²,Ground,with lift,Parking included,"This large home is located in one of the classic estates of Pedralbes with few neighbors and a large communal pool, with a total living area of 328.3 m2 according to the floor plans.
Distributed into two floors with two separate entrances. On the second floor a huge living room that can be divided"
208,Flat,/en/inmueble/100959384/,"575,000€","['\n\n\n\n\n\n\nFlat in rambla La', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n575']",rambla La,113 m²,2nd,with lift,,"Elegant but practical duplex of 85 m2 with large terrace of 56 m2 with 2 bedrooms ready to move in. You enter the property through the spectacular living - dining room with high ceilings and fully equipped open kitchen.
To the left of the living room there is a staircase that leads to the loft wher"
209,Flat,/en/inmueble/100986628/,"580,000€","['\n\n\n\n\n\n\nFlat in calle del Vallespir', ' Les Corts', ' Barcelona\n\n\n580', '000€\n\n\n595', '000 €\n\n3%\n\n\n\n3 bed.\n114 m²\nGround floor interior with lift\n\n\nVivienda única con mucho encanto en el barrio de Les Corts']",calle del Vallespir,114 m²,Ground,with lift,,"Vivienda única con mucho encanto en el barrio de Les Corts, para aquellos que buscan algo especial.Cuenta con 98 m2 construidos más un acogedor patio con jardín de 32 m2 con gran privacidad y tranquilidad.
El piso tiene acceso independiente desde la calle y se encuentra en un edificio con solo cuat"
210,Semi-detached,/en/inmueble/100965881/,"835,000€","['\n\n\n\n\n\n\nSemi-detached house in Provençals del Poblenou', ' Barcelona\n\n\n835', '000€\n\n\n4 bed.\n207 m²\n\n\nSpectacular brand new house with pool at 22@\nExquisite brand new house in an area in full transformation as part of 22@ consists of 160m² of built housing plus 95m² of large patio with saltwater pool and porch for outdoor dining']",Provençals del Poblenou,207 m²,,,,"Spectacular brand new house with pool at 22@
Exquisite brand new house in an area in full transformation as part of 22@ consists of 160m² of built housing plus 95m² of large patio with saltwater pool and porch for outdoor dining, chill out area and barbecue.
Upon entering there is a good sized ent"
211,Flat,/en/inmueble/100013606/,"1,049,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '049', '000€\n\n\n3 bed.\n180 m²\n2nd floor exterior with lift\n\n\nBright apartment with terrace for sale in Eixample Esquerra', ' Barcelona\nThis magnificent apartment is located in one of the best areas in the center of Barcelona']",La Dreta de l'Eixample,180 m²,2nd,with lift,,"Bright apartment with terrace for sale in Eixample Esquerra, Barcelona
This magnificent apartment is located in one of the best areas in the center of Barcelona, a few meters from Rambla Catalunya and Paseo de Gracia.
It is a flat with two winds with a fantastic terrace facing the sea and a pleasan"
