,type,reference,price,district,street,area,plant,lift,parking,description
82,Flat,/en/inmueble/101592497/,"270,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n270', '000€\n\n\n2 bed.\n62 m²\n1st floor exterior without lift\n\n\nExcellent property near Plaça Sant Jaume\nEngel and Völkers presents this excellent property in a small community near Barcelona City Hall.\nThis corner building offers several windows with balconies to Ferran Street. The future owners', ' most probably']",El Gòtic,62 m²,1st,without lift,,"Excellent property near Plaça Sant Jaume
Engel and Völkers presents this excellent property in a small community near Barcelona City Hall.
This corner building offers several windows with balconies to Ferran Street. The future owners, most probably, will want to update the decoration and some instal"
83,Flat,/en/inmueble/100762006/,"655,000€","['\n\n\n\n\n\n\nFlat in calle de Provença', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n655', '000€\n\n\n695', '000 €\n\n6%\n\n\n\n2 bed.\n84 m²\n3rd floor exterior with lift\n\n\nProperty located in the heart of Eixample Dret\nEngel &Völkers presents this quite unique property']",calle de Provença,84 m²,3rd,with lift,,"Property located in the heart of Eixample Dret
Engel &Völkers presents this quite unique property, located at Provença Street one of the most sought-after streets in the Eixample and only a few minutes away from La Pedrera one of the most emblematic buildings in Barcelona.
This charming property is"
84,Flat,/en/inmueble/100990316/,"390,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n390', '000€\n\n\n395', ""000 €\n\n1%\n\n\n\n3 bed.\n105 m²\n exterior without lift\n\n\nApartment with original elements in the Gòtic\nFantastic apartment located between Portal de L'Ángel and Via Laietana in the upper part of the old town of Barcelona with an area of 105 m2. It consists of a hall"", ' 3 bedrooms', ' 2 living rooms']",El Gòtic,105 m²,,,,"Apartment with original elements in the Gòtic
Fantastic apartment located between Portal de L'Ángel and Via Laietana in the upper part of the old town of Barcelona with an area of 105 m2. It consists of a hall, 3 bedrooms, 2 living rooms, kitchen and 1 bathroom. With 3 balconies facing a quiet semi-"
85,Penthouse,/en/inmueble/98793896/,"574,000€","['\n\n\n\n\n\n\nPenthouse in Vila de Gràcia', ' Barcelona\n\n\n574', '000€\nGarage optional 25', '000 €\n\n\n2 bed.\n86 m²\n3rd floor exterior with lift\n\n\nLocated in a modern building', ' we find this cozy and cozy duplex penthouse of 86m built plus 20m of terrace.With completely clear views of the Iconic Tennis', ' La Salut and Tibidabo']",Vila de Gràcia,86 m²,3rd,with lift,"Garage optional 25,000 €","Located in a modern building, we find this cozy and cozy duplex penthouse of 86m built plus 20m of terrace.With completely clear views of the Iconic Tennis, La Salut and Tibidabo, very bright and with afternoon sun.
The house is very well preserved.It is distributed in a spacious and pleasant living"
86,Flat,/en/inmueble/100796897/,"1,550,000€","['\n\n\n\n\n\n\nFlat in Les Tres Torres', ' Barcelona\n\n\n1', '550', '000€\nParking included\n\n\n5 bed.\n281 m²\n1st floor exterior with lift\n\n\nSplendid apartment of 261 m2 built + 20 m2 of terraces', ' located in a beautiful building in the residential neighborhood of Tres Torres. The house stands out for its magnificent distribution']",Les Tres Torres,281 m²,1st,with lift,Parking included,"Splendid apartment of 261 m2 built + 20 m2 of terraces, located in a beautiful building in the residential neighborhood of Tres Torres. The house stands out for its magnificent distribution, and has all its exterior rooms with an excellent orientation to the West that gives the apartment clarity all"
87,Flat,/en/inmueble/99753412/,"690,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n690', '000€\n\n\n745', ""000 €\n\n7%\n\n\n\n4 bed.\n164 m²\n3rd floor exterior with lift\n\n\nHigh flat to refurbish in la Dreta de l'Eixample\nIt is a beautiful building built in 1900"", ' very well preserved and recently restored', "" which is located in the emblematic Quadrat d'Or in the Dreta de l'Eixample"", ' next to Passeig Sant Joan.\nThis flat has great potential to refurbish']",La Dreta de l'Eixample,164 m²,3rd,with lift,,"High flat to refurbish in la Dreta de l'Eixample
It is a beautiful building built in 1900, very well preserved and recently restored, which is located in the emblematic Quadrat d'Or in the Dreta de l'Eixample, next to Passeig Sant Joan.
This flat has great potential to refurbish, it partially preser"
88,Flat,/en/inmueble/100789141/,"870,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n870', '000€\n\n\n890', '000 €\n\n2%\n\n\n\n2 bed.\n123 m²\n4th floor exterior with lift\n\n\nRenovated apartment with community pool in Eixample\nRenovated apartment with community pool', ' gym', ' concierge and storage room in a premium area']",La Dreta de l'Eixample,123 m²,4th,with lift,,"Renovated apartment with community pool in Eixample
Renovated apartment with community pool, gym, concierge and storage room in a premium area, on Casp street.
Perfect as Pied a Terre or investment.
Housing in a stately modernist building completely rehabilitated in 2016 preserving elements of the"
89,Penthouse,/en/inmueble/101611743/,"428,000€","['\n\n\n\n\n\n\nPenthouse in calle de Lluçà', ' Nn', ' Les Corts', ' Barcelona\n\n\n428', '000€\n\n\n3 bed.\n80 m²\n5th floor exterior with lift\n\n\nExterior floor with balcony', ' on a 5th floor.\nIt has three bedrooms', ' two doubles and one single. A complete bathroom with shower and screen and ventilated with window. High-end kitchen equipped with oven', ' microwave', ' fridge', ' ceramic hob']",calle de Lluçà,80 m²,5th,with lift,,"Exterior floor with balcony, on a 5th floor.
It has three bedrooms, two doubles and one single. A complete bathroom with shower and screen and ventilated with window. High-end kitchen equipped with oven, microwave, fridge, ceramic hob, extractor hood and fully integrated dishwasher.
Reform with to"
90,Flat,/en/inmueble/101592497/,"270,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n270', '000€\n\n\n2 bed.\n62 m²\n1st floor exterior without lift\n\n\nExcellent property near Plaça Sant Jaume\nEngel and Völkers presents this excellent property in a small community near Barcelona City Hall.\nThis corner building offers several windows with balconies to Ferran Street. The future owners', ' most probably']",El Gòtic,62 m²,1st,without lift,,"Excellent property near Plaça Sant Jaume
Engel and Völkers presents this excellent property in a small community near Barcelona City Hall.
This corner building offers several windows with balconies to Ferran Street. The future owners, most probably, will want to update the decoration and some instal"
91,Penthouse,/en/inmueble/100057774/,"815,000€","['\n\n\n\n\n\n\nPenthouse in Gran Via de les Corts Catalanes', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n815', '000€\n\n\n839']",Gran Via de les Corts Catalanes,170 m²,8th,with lift,,"Bright penthouse with terrace in Eixample
This bright penthouse ready to move in is located in a classic building in the centre of the Eixample Esquerra. It stands out for its enjoyable terrace with panoramic views and good orientation.
The property has a rectangular layout with 160sqm with double o"
92,Flat,/en/inmueble/99753412/,"690,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n690', '000€\n\n\n745', ""000 €\n\n7%\n\n\n\n4 bed.\n164 m²\n3rd floor exterior with lift\n\n\nHigh flat to refurbish in la Dreta de l'Eixample\nIt is a beautiful building built in 1900"", ' very well preserved and recently restored', "" which is located in the emblematic Quadrat d'Or in the Dreta de l'Eixample"", ' next to Passeig Sant Joan.\nThis flat has great potential to refurbish']",La Dreta de l'Eixample,164 m²,3rd,with lift,,"High flat to refurbish in la Dreta de l'Eixample
It is a beautiful building built in 1900, very well preserved and recently restored, which is located in the emblematic Quadrat d'Or in the Dreta de l'Eixample, next to Passeig Sant Joan.
This flat has great potential to refurbish, it partially preser"
93,Flat,/en/inmueble/100796897/,"1,550,000€","['\n\n\n\n\n\n\nFlat in Les Tres Torres', ' Barcelona\n\n\n1', '550', '000€\nParking included\n\n\n5 bed.\n281 m²\n1st floor exterior with lift\n\n\nSplendid apartment of 261 m2 built + 20 m2 of terraces', ' located in a beautiful building in the residential neighborhood of Tres Torres. The house stands out for its magnificent distribution']",Les Tres Torres,281 m²,1st,with lift,Parking included,"Splendid apartment of 261 m2 built + 20 m2 of terraces, located in a beautiful building in the residential neighborhood of Tres Torres. The house stands out for its magnificent distribution, and has all its exterior rooms with an excellent orientation to the West that gives the apartment clarity all"
94,Flat,/en/inmueble/100720081/,"879,000€","['\n\n\n\n\n\n\nFlat in Les Tres Torres', ' Barcelona\n\n\n879', '000€\nParking included\n\n\n5 bed.\n160 m²\n2nd floor exterior with lift\n\n\n160m2 house in Tres Torres.\nNext to the Mercat de Tres Torres.\nIt has 145m2 plus a 15m2 terrace.\nTotally exterior', ' southwest orientation.\nLiving room with access to terrace.\nFive rooms. One en suite']",Les Tres Torres,160 m²,2nd,with lift,Parking included,"160m2 house in Tres Torres.
Next to the Mercat de Tres Torres.
It has 145m2 plus a 15m2 terrace.
Totally exterior, southwest orientation.
Living room with access to terrace.
Five rooms. One en suite, three doubles and one single.
The rooms are spacious and quiet.
Two bathrooms.
Kitchen with separate"
95,Flat,/en/inmueble/101464952/,"259,000€","['\n\n\n\n\n\n\nFlat in calle de Cartellà', ' Vilapicina i la Torre Llobeta', ' Barcelona\n\n\n259', '000€\n\n\n4 bed.\n95 m²\n4th floor exterior with lift\n\n\nFantastic opportunity!\napartment with 4 exterior rooms in cartellà street\nhouse of 95m built']",calle de Cartellà,95 m²,4th,with lift,,"Fantastic opportunity!
apartment with 4 exterior rooms in cartellà street
house of 95m built, has:
4 exterior rooms (2 doubles and 2 singles)
1 bathroom (with the possibility of making a 2nd bathroom)
outside balcony
4th floor with elevator
farm with the last favorable ite
Contact now to schedu"
96,Flat,/en/inmueble/99475987/,"1,690,000€","['\n\n\n\n\n\n\nFlat in calle del Bon Pastor', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '690', '000€\n\n\n4 bed.\n266 m²\n4th floor exterior with lift\n\n\nApartment for sale on Avenida Diagonal\nIn the heart of Avenida Diagonal', ' located in one of the most exclusive and noble areas of the city of Barcelona', ' we find this excellent home for sale']",calle del Bon Pastor,266 m²,4th,with lift,,"Apartment for sale on Avenida Diagonal
In the heart of Avenida Diagonal, located in one of the most exclusive and noble areas of the city of Barcelona, we find this excellent home for sale, on one of its upper floors of this luxurious royal estate.
It is a spectacular 266 m2 apartment in perfect co"
97,Flat,/en/inmueble/98680063/,"300,000€","['\n\n\n\n\n\n\nFlat in plaza Sagrada Família', ' La Sagrada Família', ' Barcelona\n\n\n300', '000€\n\n\n325']",plaza Sagrada Família,88 m²,,,,"Cozy apartment with views of the Sagrada Família
We present a cozy two-bedroom apartment with views of the Sagrada Família in a classic house from 1936. The apartment has a balcony facing the street that overlooks the Sagrada Família park. The bedrooms are double and the apartment is heated by natur"
98,Penthouse,/en/inmueble/101187702/,"645,000€","['\n\n\n\n\n\n\nPenthouse in Les Corts', ' Barcelona\n\n\n645', '000€\n\n\n695', '000 €\n\n7%\n\n\n\n4 bed.\n129 m²\n exterior with lift\n\n\nWonderful penthouse to reform with 2 terraces and 4 bedrooms\nEngel & Völkers presents a spectacular Penthouse to reform with 2 terraces and double orientation.\nLocated on Avenida de Madrid', ' this penthouse consists of 129m2 built and 116m2 habitable. In addition']",Les Corts,129 m²,,,,"Wonderful penthouse to reform with 2 terraces and 4 bedrooms
Engel & Völkers presents a spectacular Penthouse to reform with 2 terraces and double orientation.
Located on Avenida de Madrid, this penthouse consists of 129m2 built and 116m2 habitable. In addition, the two terraces add up to a total of"
99,Duplex,/en/inmueble/99713079/,"1,100,000€","['\n\n\n\n\n\n\nDuplex in Les Tres Torres', ' Barcelona\n\n\n1', '100', '000€\nParking included\n\n\n160 m²\n6th floor exterior with lift\n\n\n160m2 duplex penthouse to reform and fantastic 70m2 terrace.\nAll exterior', ' very bright', ' facing southwest.\nOn the attic floor we have a large 46m2 dining room.\nThe kitchen has a separate laundry room.\nTwo full bathrooms and a toilet.\nOne suite']",Les Tres Torres,6th floor exterior with lift,,,Parking included,"160m2 duplex penthouse to reform and fantastic 70m2 terrace.
All exterior, very bright, facing southwest.
On the attic floor we have a large 46m2 dining room.
The kitchen has a separate laundry room.
Two full bathrooms and a toilet.
One suite, two medium-sized double bedrooms and a service room.
Fro"
100,Flat,/en/inmueble/101619370/,"1,050,000€","[""\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '050', '000€\n\n\n7 bed.\n295 m²\nGround floor exterior with lift\n\n\nLocated in the center of the eixample', ' in a building of 1.950', ' with elevator and concierge service.\nIt is a nice apartment of large dimensions']",L'Antiga Esquerra de l'Eixample,295 m²,Ground,with lift,,"Located in the center of the eixample, in a building of 1.950, with elevator and concierge service.
It is a nice apartment of large dimensions, with five double bedrooms and one single.
Kitchen with independent office.
Spacious living-dining room of about 70 m2.
Double facade to the street and inner"
101,Duplex,/en/inmueble/99349452/,"425,000€","['\n\n\n\n\n\n\nDuplex in La Barceloneta', ' Barcelona\n\n\n425', '000€\n\n\n430', '000 €\n\n1%\n\n\n\n3 bed.\n117 m²\n exterior without lift\n\n\nFamily duplex near the sea in Barceloneta\nWe present you this duplex of 117m2 fully equipped and in very good condition in one of the quietest streets of Barceloneta. Starting on the first floor we find a spacious and bright living room with terrace']",La Barceloneta,117 m²,,,,"Family duplex near the sea in Barceloneta
We present you this duplex of 117m2 fully equipped and in very good condition in one of the quietest streets of Barceloneta. Starting on the first floor we find a spacious and bright living room with terrace, a bathroom and a kitchen equipped with gallery fo"
102,Flat,/en/inmueble/101571308/,"2,400,000€","['\n\n\n\n\n\n\nFlat in paseo de Gràcia', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n2', '400', '000€\n\n\n5 bed.\n197 m²\n3rd floor exterior with lift\n\n\nProperty for sale in a building in Passeig de Gràcia\nIn a wonderful royal estate with concierge and in perfect condition', ' located in the heart of Paseo de Gracia', ' very close to the prestigious Avenida Diagonal']",paseo de Gràcia,197 m²,3rd,with lift,,"Property for sale in a building in Passeig de Gràcia
In a wonderful royal estate with concierge and in perfect condition, located in the heart of Paseo de Gracia, very close to the prestigious Avenida Diagonal, we find this spectacular property of about 200m² completely renovated a few years ago and"
103,Flat,/en/inmueble/101583108/,"690,000€","['\n\n\n\n\n\n\nFlat in avenida de la República Argentina', ' Vallcarca i els Penitents', ' Barcelona\n\n\n690', '000€\n\n\n3 bed.\n160 m²\n1st floor exterior with lift\n\n\nApartment for sale in Republica Argentina street\nIn a beautiful royal estate of the early twentieth century', ' we find this magnificent stately apartment of 147m2. In it', ' the valuable elements of the time are preserved as its majestic ceilings of almost four meters high', ' moldings']",avenida de la República Argent,160 m²,1st,with lift,,"Apartment for sale in Republica Argentina street
In a beautiful royal estate of the early twentieth century, we find this magnificent stately apartment of 147m2. In it, the valuable elements of the time are preserved as its majestic ceilings of almost four meters high, moldings, and large windows."
104,Flat,/en/inmueble/101594638/,"428,000€","['\n\n\n\n\n\n\nFlat in calle de Lluçà', ' Les Corts', ' Barcelona\n\n\n428', '000€\n\n\n3 bed.\n75 m²\n5th floor exterior with lift\n\n\nRefurbished apartment for sale in Lluça street\nWith an unbeatable location', ' in Lluçà street', ' in the heart of Les Corts', ' surrounded by all the services and stores in the area', ' we find this magnificent house of about 75m2 built in a 5th and last floor']",calle de Lluçà,75 m²,5th,with lift,,"Refurbished apartment for sale in Lluça street
With an unbeatable location, in Lluçà street, in the heart of Les Corts, surrounded by all the services and stores in the area, we find this magnificent house of about 75m2 built in a 5th and last floor, completely renovated and brand new with very good"
105,Flat,/en/inmueble/87961708/,"235,000€","['\n\n\n\n\n\n\nFlat in calle de Aragón', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n235', '000€\n\n\n2 bed.\n62 m²\n4th floor exterior without lift\n\n\n62m2 apartment renovated for sale', ' high floor with lots of light and sun in all rooms']",calle de Aragón,62 m²,4th,without lift,,"62m2 apartment renovated for sale, high floor with lots of light and sun in all rooms, in a restored 1888 royal building without elevator.
Ideal for investment since it is currently temporarily rented until February 2021 for € 950 giving a return of almost 5%.
It is distributed in a living room op"
106,Flat,/en/inmueble/101616048/,"176,000€","['\n\n\n\n\n\n\nFlat in calle de Varsòvia', ' El Guinardó', ' Barcelona\n\n\n176', '000€\n\n\n1 bed.\n53 m²\nGround floor exterior with lift\n\n\nBrand new house with independent entrance', ' and in which you will have the feeling of living in a house.\nUpon accessing it we find a spacious living-dining room with an open and equipped kitchen', ' a separate bathroom with a large shower tray']",calle de Varsòvia,53 m²,Ground,with lift,,"Brand new house with independent entrance, and in which you will have the feeling of living in a house.
Upon accessing it we find a spacious living-dining room with an open and equipped kitchen, a separate bathroom with a large shower tray, and a double bedroom. It also has a small patio.
The apartm"
107,Penthouse,/en/inmueble/101600190/,"279,800€","[""\n\n\n\n\n\n\nPenthouse in calle d'Agustí i Milà"", ' Sant Andreu', ' Barcelona\n\n\n279', '800€\n\n\n3 bed.\n59 m²\n5th floor with lift\n\n\nC/ AGUSTÍ MILÀ. PENTHOUSE WITH ELEVATOR Sensational penthouse on a pedestrian street in the historic center of Sant Andreu', ' surrounded by local shops and very close to Plaza Orfila', ' C/ Joan Torras and Carrer Gran de Sant Andreu. It has an enviable orientation to the South']",calle d'Agustí i Milà,59 m²,5th,lift,,"C/ AGUSTÍ MILÀ. PENTHOUSE WITH ELEVATOR Sensational penthouse on a pedestrian street in the historic center of Sant Andreu, surrounded by local shops and very close to Plaza Orfila, C/ Joan Torras and Carrer Gran de Sant Andreu. It has an enviable orientation to the South, with magnificent sun all d"
108,Penthouse,/en/inmueble/99089125/,"685,000€","['\n\n\n\n\n\n\nPenthouse in calle de Padilla', ' La Sagrada Família', ' Barcelona\n\n\n685', '000€\n\n\n3 bed.\n93 m²\n5th floor exterior with lift\n\n\nThis ático is at Carrer de Padilla', ' 08013', ' Barcelona', ' Barcelona', ' on floor 5. It is a ático that has 93 m2 and has 3 rooms and 2 bathrooms.\nIt includes terrace', ' ático', ' exterior']",calle de Padilla,93 m²,5th,with lift,,"This ático is at Carrer de Padilla, 08013, Barcelona, Barcelona, on floor 5. It is a ático that has 93 m2 and has 3 rooms and 2 bathrooms.
It includes terrace, ático, exterior, ascensor and luminous."
109,Flat,/en/inmueble/101617390/,"379,000€","['\n\nFlat in calle de Costa Rica', ' 35', ' La Sagrera', ' Barcelona\n\n\n379', '000€\n\n\n4 bed.\n118 m²\n4th floor exterior with lift\n\n\nHousing in Barcelona.\nExterior floor in a building with elevator', ' perfectly distributed in living-dining room', ' kitchen', ' 4 bedrooms', ' 2 bathrooms and balcony-terrace.\nLocated in the La Sagrera neighborhood', ' a few meters from the health center']",calle de Costa Rica,118 m²,4th,with lift,,"Housing in Barcelona.
Exterior floor in a building with elevator, perfectly distributed in living-dining room, kitchen, 4 bedrooms, 2 bathrooms and balcony-terrace.
Located in the La Sagrera neighborhood, a few meters from the health center, and the LA Sagrera -Meridiana commuter station. Consolida"
110,Penthouse,/en/inmueble/100383744/,"475,000€","['\n\nPenthouse in calle del Consell de Cent', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n475', '000€\n\n\n2 bed.\n84 m²\n6th floor exterior with lift\n\n\nOpportunity for a flat with a private terrace on the same floor', ' in the Eixample Esquerra. Located in a classic building from 1900 with a new elevator and the last ITE. The penthouse has an elongated distribution and faces both facades']",calle del Consell de Cent,84 m²,6th,with lift,,"Opportunity for a flat with a private terrace on the same floor, in the Eixample Esquerra. Located in a classic building from 1900 with a new elevator and the last ITE. The penthouse has an elongated distribution and faces both facades, so it receives a lot of light in both orientations. The day are"
111,Flat,/en/inmueble/101607533/,"300,000€","['\n\n\n\n\n\n\nFlat in calle de Ramon Albó', ' El Congrés i els Indians', ' Barcelona\n\n\n300', '000€\n\n\n3 bed.\n90 m²\n4th floor with lift\n\n\nReference: 142CAPI_inmo_00550_ We enter and the first thing that surprises us is the light that reaches us to the entrance of the apartment. This beautiful oasis', ' without square meters lost in an endless corridor', ' with three rooms', ' two of them single and one double']",calle de Ramon Albó,90 m²,4th,lift,,"Reference: 142CAPI_inmo_00550_ We enter and the first thing that surprises us is the light that reaches us to the entrance of the apartment. This beautiful oasis, without square meters lost in an endless corridor, with three rooms, two of them single and one double, all with natural light and very q"
112,Flat,/en/inmueble/100349513/,"1,065,000€","['\n\nFlat in via Laietana', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n1', '065', '000€\n\n\n3 bed.\n131 m²\n2nd floor exterior with lift\n\n\nExcellent apartment very close to the sea', ' in a building that constitutes one of the noucentista pearls of Barcelona', ' with outstanding baroque-inspired sgraffito. Very exterior and very sunny', ' with spacious rooms and impeccably renovated. It has an excellent location between the Eixample district']",via Laietana,131 m²,2nd,with lift,,"Excellent apartment very close to the sea, in a building that constitutes one of the noucentista pearls of Barcelona, with outstanding baroque-inspired sgraffito. Very exterior and very sunny, with spacious rooms and impeccably renovated. It has an excellent location between the Eixample district, t"
113,Flat,/en/inmueble/101608984/,"330,000€","['\n\n\n\n\n\n\nFlat in avenida de Xile', ' La Maternitat i Sant Ramon', ' Barcelona\n\n\n330']",avenida de Xile,62 m²,6th,with lift,Parking included,
114,Flat,/en/inmueble/101600187/,"295,000€","['\n\n\n\n\n\n\nFlat in travesía de Gràcia', ' El Baix Guinardó', ' Barcelona\n\n\n295', '000€\n\n\n3 bed.\n90 m²\nMezzanine with lift\n\n\nMagnificent apartment for sale in Travessera de Gracia. It has an area of 92m2', ' distributed in a wide entrance', ' living room', ' 3 bedrooms (one of them double)', ' a bathroom', ' separate kitchen', ' small outdoor patio of 7m2 where you can put your plants. Low with a single step']",travesía de Gràcia,90 m²,Mezzanine,,,"Magnificent apartment for sale in Travessera de Gracia. It has an area of 92m2, distributed in a wide entrance, living room, 3 bedrooms (one of them double), a bathroom, separate kitchen, small outdoor patio of 7m2 where you can put your plants. Low with a single step, has a video intercom. Unbeatab"
115,Flat,/en/inmueble/101566988/,"425,000€","['\n\n\n\n\n\n\nFlat in calle de Llorens i Barba', ' El Baix Guinardó', ' Barcelona\n\n\n425', '000€\n\n\n3 bed.\n92 m²\n7th floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 92 m2 exterior property for sale under renovation.It is located on the 7th floor with a lift', ' on Calle Llorens i Barba']",calle de Llorens i Barba,92 m²,7th,with lift,,"Unique brand new home!
Clikalia puts this 92 m2 exterior property for sale under renovation.It is located on the 7th floor with a lift, on Calle Llorens i Barba, in Baix Guinardó.
Would you like to customize the finishes of this apartment? Visit this house that is being renovated from anywhere thr"
116,Duplex,/en/inmueble/101617656/,"1,150,000€","['\n\nDuplex in Les Corts', ' Barcelona\n\n\n1', '150', '000€\nParking included\n\n\n5 bed.\n282 m²\n9th floor exterior with lift\n\n\nWe present this fantastic triplex penthouse', ' 9th real', ' in a category building', ' 700 meters from Maria Cristina', ' with 2 elevators', ' and concierge service from 1976. It consists of 282 m2. On the first floor we find 2 double bedrooms', ' one single', ' 2 full bathrooms']",Les Corts,282 m²,9th,with lift,Parking included,"We present this fantastic triplex penthouse, 9th real, in a category building, 700 meters from Maria Cristina, with 2 elevators, and concierge service from 1976. It consists of 282 m2. On the first floor we find 2 double bedrooms, one single, 2 full bathrooms, kitchen with utility room and a fantast"
117,Flat,/en/inmueble/99926442/,"76,000€","['\n\n\n\n\n\n\nFlat in calle de Marsala', ' El Besòs', ' Barcelona\n\n\n76', '000€\n\n\n3 bed.\n54 m²\n1st floor exterior without lift\n\n\nChance! 54 m² apartment distributed in a living-dining room', ' three bedrooms', ' an independent kitchen', ' a bathroom and a hall. It requires comprehensive reform to enter to live as it is in a poor state of conservation']",calle de Marsala,54 m²,1st,without lift,,"Chance! 54 m² apartment distributed in a living-dining room, three bedrooms, an independent kitchen, a bathroom and a hall. It requires comprehensive reform to enter to live as it is in a poor state of conservation, but it offers many possibilities. It is a 1st floor in a block without elevator. Goo"
118,Duplex,/en/inmueble/101620473/,"159,000€","['\n\nDuplex in calle de Lincoln', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n159', '000€\n\n\n32 m²\nGround floor exterior without lift\n\n\nGreat opportunity! Excellent studio in Sant Gervasi', ' renovated a year ago\nThe studio has a double room in a very spacious mezzanine', ' a kitchen equipped with quality products', ' a full bathroom.\nThe studio is at street level and has an individual entrance']",calle de L,Ground floor exterior without lift,,,,"Great opportunity! Excellent studio in Sant Gervasi, renovated a year ago
The studio has a double room in a very spacious mezzanine, a kitchen equipped with quality products, a full bathroom.
The studio is at street level and has an individual entrance, the street is pedestrianized and that makes i"
119,Duplex,/en/inmueble/101610257/,"740,000€","['\n\n\n\n\n\n\nDuplex in avenida de Josep Tarradellas', ' Les Corts', ' Barcelona\n\n\n740', '000€\n\n\n4 bed.\n170 m²\n8th floor exterior with lift\n\n\nAndor Home offers you this spectacular totally exterior penthouse located on Avenida Josep Tarradellas', "" in Nova Esquerra de l'Eixample"", ' Barcelona.\nThe property has 170m2 built distributed on two levels. The upper floor', ' of 58m2', ' is distributed in 3 rooms']",avenida de Josep Tarradellas,170 m²,8th,with lift,,"Andor Home offers you this spectacular totally exterior penthouse located on Avenida Josep Tarradellas, in Nova Esquerra de l'Eixample, Barcelona.
The property has 170m2 built distributed on two levels. The upper floor, of 58m2, is distributed in 3 rooms, 2 doubles and 1 small; a full four-piece ba"
120,Flat,/en/inmueble/101619576/,"300,000€","['\n\nFlat in calle de Ramon Albó', ' 6', ' El Congrés i els Indians', ' Barcelona\n\n\n300', '000€\n\n\n3 bed.\n90 m²\n4th floor exterior with lift\n\n\nFantastic very sunny apartment of 90m2 built (82 m2 useful). It is a beautiful oasis', ' with no square meters lost in an endless corridor', ' with 3 rooms', ' 2 of them single and 1 double']",calle de Ramon Albó,90 m²,4th,with lift,,"Fantastic very sunny apartment of 90m2 built (82 m2 useful). It is a beautiful oasis, with no square meters lost in an endless corridor, with 3 rooms, 2 of them single and 1 double, all of them with natural light and very quiet. And the jewel of the house: A wonderful balcony where you can enjoy the"
121,Flat,/en/inmueble/101610003/,"399,000€","['\n\n\n\n\n\n\nFlat in calle de Calàbria', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n399', '000€\n\n\n4 bed.\n95 m²\n5th floor exterior with lift\n\n\nAndor Home offers you this apartment on Calle Calàbria', ' next to Calle Còrsega', "" in l'Eixample Esquerra in Barcelona.\nThe property has 95m2 built that are distributed in 4 rooms"", ' 2 doubles and 2 singles; a complete bathroom and a toilet']",calle de Calàbria,95 m²,5th,with lift,,"Andor Home offers you this apartment on Calle Calàbria, next to Calle Còrsega, in l'Eixample Esquerra in Barcelona.
The property has 95m2 built that are distributed in 4 rooms, 2 doubles and 2 singles; a complete bathroom and a toilet, an independent kitchen and a bright living-dining room with lar"
122,Flat,/en/inmueble/101613794/,"300,000€","['\n\n\n\n\n\n\nFlat in Gran Via de les Corts Catalanes', ' Provençals del Poblenou', ' Barcelona\n\n\n300', '000€\n\n\n4 bed.\n92 m²\n2nd floor exterior with lift\n\n\nLa Casa Agency sells: Housing in the Provençals del Poblenou area of 84 useful meters distributed in 4 bedrooms: 2 doubles', ' 1 medium and 1 single', ' 2 complete bathrooms designed', ' one with a bathtub and the other with a shower', ' an independent kitchen with access to Gallery facing patio']",Gran Via de les Corts Catalanes,92 m²,2nd,with lift,,"La Casa Agency sells: Housing in the Provençals del Poblenou area of 84 useful meters distributed in 4 bedrooms: 2 doubles, 1 medium and 1 single, 2 complete bathrooms designed, one with a bathtub and the other with a shower, an independent kitchen with access to Gallery facing patio, comfortable li"
