,type,reference,price,district,street,area,rooms,plant,lift,parking,description
42,Flat,/en/inmueble/97640179/,"420,000€","['\n\n\n\n\n\n\nFlat in Les Corts', ' Barcelona\n\n\n420', '000€\n\n\n2 bed.\n85 m²\n2nd floor exterior without lift\n\n\nNewly renovated apartment next Plaça del Centre\nEngel & Volkers presents this fantastic newly renovated apartment', ' with double orientation', ' next to Plaça del Centre.\nThe house has well differentiated the area of day and night. It has two exterior bedrooms']",Les Corts,85 m²,2 bed.,2nd,without lift,,"Newly renovated apartment next Plaça del Centre
Engel & Volkers presents this fantastic newly renovated apartment, with double orientation, next to Plaça del Centre.
The house has well differentiated the area of day and night. It has two exterior bedrooms, a large bathroom and a living room with in"
43,Flat,/en/inmueble/101256732/,"395,000€","['\n\n\n\n\n\n\nFlat in El Raval', ' Barcelona\n\n\n395', '000€\n\n\n3 bed.\n106 m²\n exterior without lift\n\n\nCharming apartment with 4 balconies in El Raval\nEngel&Volkers exclusively presents a beautiful apartment in a building from the 1900s. This 106 m2 flat it is a corner building between two streets. With 4 balconies it has 3 bedrooms', ' 2 triples and 1 single', ' open kitchen to the living room']",El Raval,106 m²,3 bed.,,,,"Charming apartment with 4 balconies in El Raval
Engel&Volkers exclusively presents a beautiful apartment in a building from the 1900s. This 106 m2 flat it is a corner building between two streets. With 4 balconies it has 3 bedrooms, 2 triples and 1 single, open kitchen to the living room, 1 full bat"
44,Detached,/en/inmueble/40575029/,"1,195,000€","['\n\n\n\n\n\n\nDetached house in La Salut', ' Barcelona\n\n\n1', '195', '000€\nParking included\n\n\n7 bed.\n250 m²\n\n\nHouse of author with beautiful garden\nRational and discreet', ' sober and sincere. A house of the late eighties but reminiscent of those innovative constructions of the sixties', ' that transport you to the films of 007 and tasty tortillas of the iconic restaurant a model with camera']",La Salut,250 m²,7 bed.,,,Parking included,"House of author with beautiful garden
Rational and discreet, sober and sincere. A house of the late eighties but reminiscent of those innovative constructions of the sixties, that transport you to the films of 007 and tasty tortillas of the iconic restaurant a model with camera, in the Night Zone by"
45,Flat,/en/inmueble/96031085/,"330,000€","['\n\n\n\n\n\n\nFlat in Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n330', '000€\nParking included\n\n\n1 bed.\n55 m²\n1st floor exterior with lift\n\n\nMagnificent apartment in El Born\nBarceloneta apartment overlooking the Port Vell. Situated in an excellent location with good access and minutes from the beach', ' the Born and Parc de la Ciutadella', ' in an area with great cultural and entertainment offer.\nBuilt in 2011']",Sant Pere - Santa Cater,55 m²,1 bed.,1st,with lift,Parking included,"Magnificent apartment in El Born
Barceloneta apartment overlooking the Port Vell. Situated in an excellent location with good access and minutes from the beach, the Born and Parc de la Ciutadella, in an area with great cultural and entertainment offer.
Built in 2011, covers an area of 50 m2 distribu"
46,Detached,/en/inmueble/99880656/,"5,000,000€","['\n\n\n\n\n\n\nDetached house in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n5', '000', '000€\nParking included\n\n\n6 bed.\n639 m²\n\n\nBeautiful Modernist house in Sant Gervasi\nThis is a beautiful Modernist style house completely renovated', ' with private garden and outdoor saltwater pool.\nThe house enjoys total privacy and the natural light that are distributed throughout it', ' as well as many other virtues']",Sant Gervasi - La Bonanova,639 m²,6 bed.,,,Parking included,"Beautiful Modernist house in Sant Gervasi
This is a beautiful Modernist style house completely renovated, with private garden and outdoor saltwater pool.
The house enjoys total privacy and the natural light that are distributed throughout it, as well as many other virtues, are one of its main value"
47,Flat,/en/inmueble/101032447/,"1,090,000€","['\n\n\n\n\n\n\nFlat in Pedralbes', ' Barcelona\n\n\n1', '090', '000€\nParking included\n\n\n4 bed.\n120 m²\n3rd floor exterior with lift\n\n\nGreat apartment with pool and parking in Sarrià\nFrom Engel & Völkers we present a magnificent', ' bright', ' high apartment with communal area and swimming pool.\nIt is a flat with four bedrooms and two bathrooms renovated with great qualities and south orientation. The rooms are all exterior']",Pedralbes,120 m²,4 bed.,3rd,with lift,Parking included,"Great apartment with pool and parking in Sarrià
From Engel & Völkers we present a magnificent, bright, high apartment with communal area and swimming pool.
It is a flat with four bedrooms and two bathrooms renovated with great qualities and south orientation. The rooms are all exterior, bright and w"
48,Flat,/en/inmueble/100856818/,"340,000€","['\n\n\n\n\n\n\nFlat in Can Baró', ' Barcelona\n\n\n340', '000€\n\n\n4 bed.\n105 m²\n7th floor exterior with lift\n\n\nHigh property with terrace in Can Baró\nFantastic high', ' spacious and bright apartment with 8 sqm terrace', ' all exterior and bright']",Can Baró,105 m²,4 bed.,7th,with lift,,"High property with terrace in Can Baró
Fantastic high, spacious and bright apartment with 8 sqm terrace, all exterior and bright, located in a privileged area known for its spectacular views over Barcelona and the coast.
Upon entering we find ourselves in a practical hall that leads to a very spaci"
49,Flat,/en/inmueble/100763910/,"1,150,000€","[""\n\n\n\n\n\n\nFlat in La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '150', '000€\n\n\n4 bed.\n221 m²\n2nd floor exterior with lift\n\n\nExceptional flat to refurbish in Eixample\nIt is located in a beautiful', ' well-preserved historic building from 1910 built by the renowned architect Juli Batllevell']",La Dreta de l'Eixample,221 m²,4 bed.,2nd,with lift,,"Exceptional flat to refurbish in Eixample
It is located in a beautiful, well-preserved historic building from 1910 built by the renowned architect Juli Batllevell, a disciple of Antoni Gaudí.
The flat is distributed on a typical Eixample plan floor that faces the street on one side and a cozy and qu"
50,Flat,/en/inmueble/100599658/,"440,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n440', '000€\n\n\n4 bed.\n133 m²\n1st floor exterior without lift\n\n\nAmazing Property in el Barri Gòtic\nAmazing property right by Plaça Sant Jaume. 144 constructed meters', ' distributed in two big double bedrooms on the rear part of the apartment', ' one of them with a balcony overlooking Call Street', ' followed by 2 big polivalent spaces', ' complet bathroom', ' kitchen']",El Gòtic,133 m²,4 bed.,1st,without lift,,"Amazing Property in el Barri Gòtic
Amazing property right by Plaça Sant Jaume. 144 constructed meters, distributed in two big double bedrooms on the rear part of the apartment, one of them with a balcony overlooking Call Street, followed by 2 big polivalent spaces, complet bathroom, kitchen, spaciou"
51,Flat,/en/inmueble/101044355/,"335,000€","['\n\n\n\n\n\n\nFlat in El Raval', ' Barcelona\n\n\n335', '000€\n\n\n4 bed.\n149 m²\n exterior without lift\n\n\nRenovated first floor for sale in Raval Nord\nSplendid first floor apartment conditioned as an office and refurbished with high quality finishes in the heart of the historic center of Barcelona. Located in a pedestrian street of Raval Alto', ' very close to Plaça Universitat']",El Raval,149 m²,4 bed.,,,,"Renovated first floor for sale in Raval Nord
Splendid first floor apartment conditioned as an office and refurbished with high quality finishes in the heart of the historic center of Barcelona. Located in a pedestrian street of Raval Alto, very close to Plaça Universitat, next to Joaquín Costa stree"
52,Flat,/en/inmueble/94943360/,"670,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n670', '000€\n\n\n2 bed.\n82 m²\n4th floor exterior with lift\n\n\nPenthouse in the Gotico\nAmazing penthouse in a modernist building from 1900 with lift', ' completly rehabilitated in 2011. Unique in Barcelona', ' in which we can consider the best building in Gotico.\nDistributed in a big living room with exit to a balcony', ' open kitchen. Two double bedrooms', ' all exterior']",El Gòtic,82 m²,2 bed.,4th,with lift,,"Penthouse in the Gotico
Amazing penthouse in a modernist building from 1900 with lift, completly rehabilitated in 2011. Unique in Barcelona, in which we can consider the best building in Gotico.
Distributed in a big living room with exit to a balcony, open kitchen. Two double bedrooms, all exterior,"
53,Duplex,/en/inmueble/101398852/,"1,190,000€","['\n\nDuplex in Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '190', '000€\nParking included\n\n\n7 bed.\n230 m²\n2nd floor exterior with lift\n\n\n230m2 duplex in Sarria Sant Gervasi next to Vía Augusta and Ganduxer street\nIn a stately estate with a pool and common area we find a house on two floors in the best area of Sant Gervasi next to Via Augusta', ' with all services.\nThese are two entities', ' currently a house with 6 bedrooms', ' 3 bathrooms']",Sant Gervasi - Galvany,230 m²,7 bed.,2nd,with lift,Parking included,"230m2 duplex in Sarria Sant Gervasi next to Vía Augusta and Ganduxer street
In a stately estate with a pool and common area we find a house on two floors in the best area of Sant Gervasi next to Via Augusta, with all services.
These are two entities, currently a house with 6 bedrooms, 3 bathrooms,"
54,Flat,/en/inmueble/100743451/,"1,240,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n1', '240', '000€\n\n\n6 bed.\n232 m²\n4th floor exterior with lift\n\n\nPenthouse in the Gothic with large terrace\nUnique opportunity in the area. Two penthouses in a spectacular property next to Plaça de la Mercé', ' Medinacelli and Soho House', ' two streets away from the seafront.\nWe present two penthouses of 82 and 100 metres approximately']",El Gòtic,232 m²,6 bed.,4th,with lift,,"Penthouse in the Gothic with large terrace
Unique opportunity in the area. Two penthouses in a spectacular property next to Plaça de la Mercé, Medinacelli and Soho House, two streets away from the seafront.
We present two penthouses of 82 and 100 metres approximately, with a total of 6 bedrooms and"
55,Flat,/en/inmueble/90242402/,"782,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n782', '000€\n\n\n3 bed.\n117 m²\n2nd floor exterior with lift\n\n\nElegant apartment near Plaça Universitat\nThis bright and elegant Principal (a real second floor) facing northwest is part of a Great Refurbishment in a magnificent 1900 Regal Estate building located near plaça Universitat. All of the details of this refurbishment have been taken care of']",L'Antiga Esquerra de l'Eixample,117 m²,3 bed.,2nd,with lift,,"Elegant apartment near Plaça Universitat
This bright and elegant Principal (a real second floor) facing northwest is part of a Great Refurbishment in a magnificent 1900 Regal Estate building located near plaça Universitat. All of the details of this refurbishment have been taken care of, including t"
56,Flat,/en/inmueble/101278025/,"420,000€","['\n\n\n\n\n\n\nFlat in Sarrià', ' Barcelona\n\n\n420', '000€\n\n\n450', '000 €\n\n7%\n\n\n\n3 bed.\n87 m²\n1st floor exterior without lift\n\n\nBright apartment in Plaza Artòs de Sarrià\nIt is a flat to reform in the Artos de Sarrià square. The house has three exterior rooms to patio or street']",Sarrià,87 m²,3 bed.,1st,without lift,,"Bright apartment in Plaza Artòs de Sarrià
It is a flat to reform in the Artos de Sarrià square. The house has three exterior rooms to patio or street, and a bathroom of a good measure.
The apartment is a first floor and with the possibility of a reform obtaining two bathrooms.
On the farm they are a"
57,Flat,/en/inmueble/92455279/,"820,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n820', '000€\n\n\n4 bed.\n195 m²\n3rd floor exterior with lift\n\n\nElegant house in the upper part of the Gothic\nLocated in the heart of the old town in Barcelona', ' with wide views of Plaza Vila de Madrid', ' we offer you a stately house of 195m2 in a high-class building with elevator.\nOriented to Sud and North']",El Gòtic,195 m²,4 bed.,3rd,with lift,,"Elegant house in the upper part of the Gothic
Located in the heart of the old town in Barcelona, with wide views of Plaza Vila de Madrid, we offer you a stately house of 195m2 in a high-class building with elevator.
Oriented to Sud and North, on the third floor with a large balcony and 14m2 terrace"
58,Penthouse,/en/inmueble/100282781/,"750,000€","['\n\n\n\n\n\n\nPenthouse in Sant Gervasi - La Bonanova', ' Barcelona\n\n\n750']",Sant Gervasi - La Bonanova,103 m²,2 bed.,7th,with lift,,"Fantastic Penthouse in Bonanova
In an excellent residential and commercial area of Sant Gervasi is this unique and sunny penthouse of 103 m2 built and 35 m2 in terraces.
It is a house practically divided into 2 differentiated sectors and with individual accesses but at the same time they are united"
59,Flat,/en/inmueble/99931258/,"790,000€","['\n\n\n\n\n\n\nFlat in La Teixonera', ' Barcelona\n\n\n790', '000€\nParking included\n\n\n3 bed.\n208 m²\n exterior with lift\n\n\nHouse with pool and parking in Vallcarca-Penitents\nWe are pleased to present this beautiful apartment with characteristics similar to a comfortable house', ' it is located at street level', ' a security door allows us to enter', ' to the left is the night area', ' made up of three bedrooms', ' two doubles']",La Teixonera,208 m²,3 bed.,,,Parking included,"House with pool and parking in Vallcarca-Penitents
We are pleased to present this beautiful apartment with characteristics similar to a comfortable house, it is located at street level, a security door allows us to enter, to the left is the night area, made up of three bedrooms, two doubles, the fir"
60,Penthouse,/en/inmueble/97391038/,"995,000€","['\n\n\n\n\n\n\nPenthouse in La Salut', ' Barcelona\n\n\n995', '000€\nParking included\n\n\n6 bed.\n245 m²\n2nd floor exterior with lift\n\n\nLarge penthouse with terraces in La Salut\nIn a building of only 3 neighbors we find this magnificent penthouse to four winds of 201 sqm built', ' with all the exterior rooms and with 2 fabulous terraces of 54 sqm and 33 sqm', ' with double orientation']",La Salut,245 m²,6 bed.,2nd,with lift,Parking included,"Large penthouse with terraces in La Salut
In a building of only 3 neighbors we find this magnificent penthouse to four winds of 201 sqm built, with all the exterior rooms and with 2 fabulous terraces of 54 sqm and 33 sqm, with double orientation, which will delight anyone throughout the year.
Upon"
61,Flat,/en/inmueble/94943374/,"770,000€","['\n\n\n\n\n\n\nFlat in El Gòtic', ' Barcelona\n\n\n770', '000€\n\n\n3 bed.\n101 m²\n4th floor exterior with lift\n\n\nPenthouse in the Gotico\nAmazing penthouse in a modernist building from 1900 with lift', ' completly rehabilitated in 2011. Unique in Barcelona', ' in which we can consider the best building in Gotico.\nDistributed in a big living room with exit to a balcony', ' open kitchen. Three double bedrooms']",El Gòtic,101 m²,3 bed.,4th,with lift,,"Penthouse in the Gotico
Amazing penthouse in a modernist building from 1900 with lift, completly rehabilitated in 2011. Unique in Barcelona, in which we can consider the best building in Gotico.
Distributed in a big living room with exit to a balcony, open kitchen. Three double bedrooms, all exterio"
62,Duplex,/en/inmueble/101398852/,"1,190,000€","['\n\nDuplex in Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '190', '000€\nParking included\n\n\n7 bed.\n230 m²\n2nd floor exterior with lift\n\n\n230m2 duplex in Sarria Sant Gervasi next to Vía Augusta and Ganduxer street\nIn a stately estate with a pool and common area we find a house on two floors in the best area of Sant Gervasi next to Via Augusta', ' with all services.\nThese are two entities', ' currently a house with 6 bedrooms', ' 3 bathrooms']",Sant Gervasi - Galvany,230 m²,7 bed.,2nd,with lift,Parking included,"230m2 duplex in Sarria Sant Gervasi next to Vía Augusta and Ganduxer street
In a stately estate with a pool and common area we find a house on two floors in the best area of Sant Gervasi next to Via Augusta, with all services.
These are two entities, currently a house with 6 bedrooms, 3 bathrooms,"
63,Flat,/en/inmueble/100469291/,"420,000€","['\n\n\n\n\n\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n420', '000€\n\n\n2 bed.\n74 m²\n7th floor exterior with lift\n\n\nSunny high apartment with terrace in Aribau\nEngel & Völkers presents this comfortable high-rise and bright apartment with a fantastic terrace.\nThe apartment has a very rational distribution and good use of spaces. As it is a very high floor', ' it has a lot of light']",Sant Gervasi - Galvany,74 m²,2 bed.,7th,with lift,,"Sunny high apartment with terrace in Aribau
Engel & Völkers presents this comfortable high-rise and bright apartment with a fantastic terrace.
The apartment has a very rational distribution and good use of spaces. As it is a very high floor, it has a lot of light, which gives it a lot of joy and com"
64,Flat,/en/inmueble/97854095/,"655,000€","['\n\nFlat in Sant Gervasi - Galvany', ' Barcelona\n\n\n655', '000€\n\n\n5 bed.\n172 m²\n3rd floor exterior with lift\n\n\nThis flat is at 08006', ' Barcelona', ' Barcelona']",Sant Gervasi - Galvany,172 m²,5 bed.,3rd,with lift,,"This flat is at 08006, Barcelona, Barcelona, on floor 3. It is a flat that has 172 m2 and has 5 rooms and 2 bathrooms.
Find more."
65,Duplex,/en/inmueble/99124752/,"645,000€","['\n\n\n\n\n\n\nDuplex in El Baix Guinardó', ' Barcelona\n\n\n645', '000€\n\n\n4 bed.\n156 m²\nGround floor exterior with lift\n\n\nBeautiful new development duplex in Horta\nTwo dwellings in this building t has a built surface of 156 sqm', ' which consists of a ground floor plus first floors', ' arranged around a central courtyard.\nOne enters the first duplex on the first floor']",El Baix Gu,156 m²,4 bed.,Ground,with lift,,"Beautiful new development duplex in Horta
Two dwellings in this building t has a built surface of 156 sqm, which consists of a ground floor plus first floors, arranged around a central courtyard.
One enters the first duplex on the first floor, an access space where on one side is the fully equipped"
66,Flat,/en/inmueble/100492713/,"845,000€","['\n\n\n\n\n\n\nFlat in calle de Sabino Arana', ' La Maternitat i Sant Ramon', ' Barcelona\n\n\n845', '000€\n\n\n6 bed.\n190 m²\n2nd floor exterior with lift\n\n\nApartment to renovate for sale in Les Corts\nA step away from Avda. Diagonal next to reference hospitals and shopping centers we find this apartment in a young building with lots of natural light and many possibilities for reform']",calle de Sab,190 m²,6 bed.,2nd,with lift,,"Apartment to renovate for sale in Les Corts
A step away from Avda. Diagonal next to reference hospitals and shopping centers we find this apartment in a young building with lots of natural light and many possibilities for reform, consists of 172 m2 useful according to writing.  
Once we access we fi"
67,Flat,/en/inmueble/98268710/,"6,000,000€","['\n\n\n\n\n\n\nFlat in calle de Provença', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n6', '000', '000€\n\n\n4 bed.\n475 m²\n3rd floor exterior with lift\n\n\nDuplex with terraces next to La Pedrera', ' Barcelona\nIn a spectacular catalogued royal estate', ' next to La Pedrera and Casa Milà. Surrounded by all the services', ' transports and the most exclusive shops in Barcelona', ' we find this wonderful property for sale']",calle de Provença,475 m²,4 bed.,3rd,with lift,,"Duplex with terraces next to La Pedrera, Barcelona
In a spectacular catalogued royal estate, next to La Pedrera and Casa Milà. Surrounded by all the services, transports and the most exclusive shops in Barcelona, we find this wonderful property for sale, renovated with all luxury details in 2010. It"
68,Flat,/en/inmueble/98271355/,"560,000€","['\n\n\n\n\n\n\nFlat in via Laietana', ' El Gòtic', ' Barcelona\n\n\n560', '000€\nParking included\n\n\n3 bed.\n88 m²\n4th floor interior with lift\n\n\nApartment for sale renovated in Via Laietana\nApartment for sale renovated in 2022', ' in Via Laietana', ' with parking space included in the price', ' in a property completely renovated in 1998', ' and built in 1840. The building has six floors and two neighbors per floor. It has two elevators']",via Laietana,88 m²,3 bed.,4th,with lift,Parking included,"Apartment for sale renovated in Via Laietana
Apartment for sale renovated in 2022, in Via Laietana, with parking space included in the price, in a property completely renovated in 1998, and built in 1840. The building has six floors and two neighbors per floor. It has two elevators, one for the ent"
69,Flat,/en/inmueble/98269308/,"280,000€","['\n\n\n\n\n\n\nFlat in plaza del Pedró', ' El Raval', ' Barcelona\n\n\n280', '000€\n\n\n3 bed.\n60 m²\n3rd floor exterior without lift\n\n\nRefurbished and furnished apartment for sale in Plaça del Pedró\nIn the neighbourhoods of El Raval', ' located in the legendary Passatge de Benardí Martorell', ' which connects the street Hospital with San Rafael', ' surrounded by services and public transport']",plaza del Pedró,60 m²,3 bed.,3rd,without lift,,"Refurbished and furnished apartment for sale in Plaça del Pedró
In the neighbourhoods of El Raval, located in the legendary Passatge de Benardí Martorell, which connects the street Hospital with San Rafael, surrounded by services and public transport, we find this newly renovated apartment in a very"
70,Flat,/en/inmueble/100734648/,"2,200,000€","['\n\n\n\n\n\n\nFlat in calle de la Reina Victòria', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n2', '200', '000€\nParking included\n\n\n5 bed.\n340 m²\n3rd floor exterior with lift\n\n\nApartment with terrace for sale in Turó Park\nIn one of the most sought after areas of the city', ' a few steps from the park', ' close to selected stores', ' exquisite restaurants and very well connected']",calle de la Re,340 m²,5 bed.,3rd,with lift,Parking included,"Apartment with terrace for sale in Turó Park
In one of the most sought after areas of the city, a few steps from the park, close to selected stores, exquisite restaurants and very well connected, we find this elegant and unique property totally exterior with terrace to renovate.
The property has a l"
71,Flat,/en/inmueble/98491488/,"1,850,000€","[""\n\n\n\n\n\n\nFlat in L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '850', '000€\n\n\n2 bed.\n167 m²\n exterior with lift\n\n\nSpectacular penthouse in Barcelona city center\nIn a classic building in Eixample Esquerra we find this spectacular penthouse of approximately 120 sqm and terraces that add up to an additional 100 sqm. The property currently has 2 double bedrooms and two bathrooms and is all exterior']",L'Antiga Esquerra de l'Eixample,167 m²,2 bed.,,,,"Spectacular penthouse in Barcelona city center
In a classic building in Eixample Esquerra we find this spectacular penthouse of approximately 120 sqm and terraces that add up to an additional 100 sqm. The property currently has 2 double bedrooms and two bathrooms and is all exterior, occupying the t"
72,Flat,/en/inmueble/101425804/,"245,000€","['\n\n\n\n\n\n\nFlat in El Clot', ' Barcelona\n\n\n245']",El Clot,45 m²,2 bed.,8th,without lift,,"Renovated two-bedroom apartment in Clot
Two bedroom apartment renovated brand new. Located in a building with elevator and doorman very close to the metro and train station of Clot. The apartment offers natural light and mountain views as it is an eighth floor.
It has excellent communication with pu"
73,Penthouse,/en/inmueble/100335242/,"980,000€","['\n\n\n\n\n\n\nPenthouse in Sant Gervasi - Galvany', ' Barcelona\n\n\n980', '000€\nParking included\n\n\n4 bed.\n156 m²\n12th floor exterior with lift\n\n\nPenthouse triplex with views in Doctor Fleming\nEngel & Völkers presents a unique apartment in a prime area.\nAt the confluence of Avenida Diagonal and Doctor Fleming there is a triplex penthouse with excellent views and perfectly oriented.\nThe property is made up of a ground floor with a kitchen']",Sant Gervasi - Galvany,156 m²,4 bed.,12th,with lift,Parking included,"Penthouse triplex with views in Doctor Fleming
Engel & Völkers presents a unique apartment in a prime area.
At the confluence of Avenida Diagonal and Doctor Fleming there is a triplex penthouse with excellent views and perfectly oriented.
The property is made up of a ground floor with a kitchen, l"
74,Flat,/en/inmueble/101374883/,"455,000€","['\n\n\n\n\n\n\nFlat in Sants', ' Barcelona\n\n\n455', '000€\n\n\n4 bed.\n98 m²\n exterior with lift\n\n\nFantastic atic with terrace in Sants-Les Corts\nEngel & Völkers presents this EIGHTH floor with a terrace to the south and unobstructed views', ' in Sants-Les Corts. Located on Avenida Madrid itself', ' this spectacular apartment consists of 98m2 of housing']",Sants,98 m²,4 bed.,,,,"Fantastic atic with terrace in Sants-Les Corts
Engel & Völkers presents this EIGHTH floor with a terrace to the south and unobstructed views, in Sants-Les Corts. Located on Avenida Madrid itself, this spectacular apartment consists of 98m2 of housing, where a large terrace with unobstructed views fa"
75,Flat,/en/inmueble/101023180/,"349,000€","[""\n\n\n\n\n\n\nFlat in calle de l'Hostal de Sant Antoni"", ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n349', '000€\n\n\n2 bed.\n45 m²\n1st floor exterior with lift\n\n\nNew Apartments in a Restored Medieval Building in El Born\nIn a quiet street next to the emblematic Born Market we find this corner building', ' of a total of 10 apartments', ' completely renovated maintaining its charm and original elements.\nIt has 2 bedroom apartments']",calle de l'Hostal de Sant Antoni,45 m²,2 bed.,1st,with lift,,"New Apartments in a Restored Medieval Building in El Born
In a quiet street next to the emblematic Born Market we find this corner building, of a total of 10 apartments, completely renovated maintaining its charm and original elements.
It has 2 bedroom apartments, with balconies overlooking the str"
76,Flat,/en/inmueble/101084953/,"1,065,000€","['\n\n\n\n\n\n\nFlat in via Laietana', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n1', '065', '000€\n\n\n3 bed.\n130 m²\n2nd floor exterior with lift\n\n\nMajestic building with exclusive flats in Via Laietana\nThis majestic building', ' the work of the acclaimed architect Ramón Puig Giralt', ' has a total built area of more than 2685sqm approx']",via Laietana,130 m²,3 bed.,2nd,with lift,,"Majestic building with exclusive flats in Via Laietana
This majestic building, the work of the acclaimed architect Ramón Puig Giralt, has a total built area of more than 2685sqm approx, conveniently distributed over five heights. From the horizontal division we find 17 magnificent flats integrally r"
77,Detached,/en/inmueble/98268848/,"4,300,000€","['\n\n\n\n\n\n\nDetached house in calle del Torrent de les Roses', ' Pedralbes', ' Barcelona\n\n\n4', '300', '000€\nParking included\n\n\n6 bed.\n686 m²\n\n\nMajestic house with views and garden in Pedralbes\nLocated in one of the most exclusive areas of Barcelona we find this property of 686sqm distributed in four floors connected by stairs and elevator. The splendid garden', ' of 1.000sqm', ' stands out for its good orientation']",calle del Torrent de les Roses,686 m²,6 bed.,,,Parking included,"Majestic house with views and garden in Pedralbes
Located in one of the most exclusive areas of Barcelona we find this property of 686sqm distributed in four floors connected by stairs and elevator. The splendid garden, of 1.000sqm, stands out for its good orientation, the tranquility of its environ"
78,Detached,/en/inmueble/99345419/,"3,950,000€","['\n\n\n\n\n\n\nDetached house in Pedralbes', ' Barcelona\n\n\n3', '950', '000€\n\n\n12 bed.\n593 m²\n\n\nFantastic house with a huge garden in Pedralbes\nIn the elegant neighborhood of Pedralbes', ' surrounded by multiple prestigious international schools', ' very well connected to the city center and one of the main arteries of Barcelona', ' we find this unique property.\nThe house has two entrances']",Pedralbes,593 m²,12 bed.,,,,"Fantastic house with a huge garden in Pedralbes
In the elegant neighborhood of Pedralbes, surrounded by multiple prestigious international schools, very well connected to the city center and one of the main arteries of Barcelona, we find this unique property.
The house has two entrances, one for pe"
79,Penthouse,/en/inmueble/101154424/,"485,000€","['\n\n\n\n\n\n\nPenthouse in calle de Can Bruixa', ' Les Corts', ' Barcelona\n\n\n485', '000€\n\n\n2 bed.\n96 m²\n8th floor exterior with lift\n\n\nPenthouse with two terraces for sale in Les Corts\nIn Can Bruixa street', ' in a privileged environment of Les Corts']",calle de Can Bruixa,96 m²,2 bed.,8th,with lift,,"Penthouse with two terraces for sale in Les Corts
In Can Bruixa street, in a privileged environment of Les Corts, we find this fantastic penthouse with two terraces and panoramic views of Barcelona.
Once we access the apartment of 55m2 by the central part we find a distributor with storage space in"
80,Flat,/en/inmueble/99160458/,"699,000€","['\n\n\n\n\n\n\nFlat in Vila de Gràcia', ' Barcelona\n\n\n699', '000€\n\n\n3 bed.\n115 m²\n1st floor exterior without lift\n\n\nRenovated apartment with terrace in Vila de Gràcia\nBeautiful and recent quality reform in a 1936 farm. Cozy apartment consisting of three bedrooms', ' two doubles and one single', ' two bathrooms', ' one of them en suite']",Vila de Gràcia,115 m²,3 bed.,1st,without lift,,"Renovated apartment with terrace in Vila de Gràcia
Beautiful and recent quality reform in a 1936 farm. Cozy apartment consisting of three bedrooms, two doubles and one single, two bathrooms, one of them en suite, a spacious living-dining room with an open kitchen and access to a magnificent 45m2 ter"
81,Flat,/en/inmueble/98268629/,"1,200,000€","[""\n\n\n\n\n\n\nFlat in avenida del Portal de l'Àngel"", ' El Gòtic', ' Barcelona\n\n\n1', '200', ""000€\n\n\n3 bed.\n198 m²\n4th floor exterior with lift\n\n\nLuxury duplex in Portal de l'Àngel\nLuxury 143sqm plus 24sqm terraces three bedrooms duplex penthouse in Avinguda del Portal de l'Àngel"", "" in the Barcelona's Gothic Quarter. The building is an 1896 historic construction of architect Josep Domenech Estapà""]",avenida del Portal de l'Àngel,198 m²,3 bed.,4th,with lift,,"Luxury duplex in Portal de l'Àngel
Luxury 143sqm plus 24sqm terraces three bedrooms duplex penthouse in Avinguda del Portal de l'Àngel, in the Barcelona's Gothic Quarter. The building is an 1896 historic construction of architect Josep Domenech Estapà, built as the ""Catalan Society for Lighting and"
82,Flat,/en/inmueble/100946913/,"260,000€","['\n\n\n\n\n\n\nFlat in calle de Ramon Albó', ' El Congrés i els Indians', ' Barcelona\n\n\n260', '000€\n\n\n3 bed.\n60 m²\n2nd floor exterior with lift\n\n\nApartment to renovate with balcony in Maragall\nLocated in the district of Nou Barris', ' this bright apartment of 58 m2 is located in a very well connected area']",calle de Ramon Albó,60 m²,3 bed.,2nd,with lift,,"Apartment to renovate with balcony in Maragall
Located in the district of Nou Barris, this bright apartment of 58 m2 is located in a very well connected area, a few meters from Passeig Maragall (metro L5 and buses).
The apartment is located on the second floor of this 1969 building.  
Its current d"
