,type,reference,price,district,street,area,plant,lift,parking,description
109,Flat,/en/inmueble/101150821/,"1,590,000€","['\n\n\n\n\n\n\nFlat in calle del Bruc', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '590', '000€\n\n\n3 bed.\n187 m²\n5th floor exterior with lift\n\n\nLucas Fox is happy to present this stunning property with breathtaking views of Casa de les Punxes.\nThis exceptional home features three spacious double bedrooms and three uniquely designed bathrooms. The living space is cleverly defined by an open concept kitchen', ' living']",calle del Bruc,187 m²,5th,with lift,,"Lucas Fox is happy to present this stunning property with breathtaking views of Casa de les Punxes.
This exceptional home features three spacious double bedrooms and three uniquely designed bathrooms. The living space is cleverly defined by an open concept kitchen, living, and dining room entirely"
110,Semi-detached,/en/inmueble/100603035/,"4,950,000€","['\n\n\n\n\n\n\nSemi-detached house in calle dels Cavallers', ' Pedralbes', ' Barcelona\n\n\n4', '950', '000€\nParking included\n\n\n5 bed.\n670 m²\n\n\nLucas Fox presents this exceptional detached house in Pedralbes', ' surrounded by private gardens and trees in the heart of Catalan capital.\nThe property', ' from 1989 and with a functional design']",calle dels Cavallers,670 m²,,,Parking included,"Lucas Fox presents this exceptional detached house in Pedralbes, surrounded by private gardens and trees in the heart of Catalan capital.
The property, from 1989 and with a functional design, is divided into four floors and stands out for the luminosity and tranquility of its spacious rooms. In ad"
111,Flat,/en/inmueble/101609480/,"460,000€","['\n\n\n\n\n\n\nFlat in Aragó', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n460', '000€\nGarage optional 25', '000 €\n\n\n3 bed.\n120 m²\nMezzanine exterior with lift\n\n\nAndor Home offers you this property located on Aragó street', ' crossing Vilamarí street.\nIt has a built area of 120m2', ' distributed in two double rooms and one single room', ' 2 full bathrooms']",Aragó,120 m²,Mezzanine,lift,"Garage optional 25,000 €","Andor Home offers you this property located on Aragó street, crossing Vilamarí street.
It has a built area of 120m2, distributed in two double rooms and one single room, 2 full bathrooms, an independent office-style kitchen and a living-dining room facing the block patio. The property has two interi"
112,Flat,/en/inmueble/99124224/,"405,000€","['\n\n\n\n\n\n\nFlat in calle de Varsòvia', ' El Guinardó', ' Barcelona\n\n\n405', '000€\n\n\n425', '000 €\n\n5%\n\n\n\n3 bed.\n93 m²\n2nd floor exterior with lift\n\n\nThe apartment is located on the 2nd floor of the building', ' being a real 3rd floor with a small balcony', ' as well as a practical and comfortable layout. And on the top floor of the building']",calle de Varsòvia,93 m²,2nd,with lift,,"The apartment is located on the 2nd floor of the building, being a real 3rd floor with a small balcony, as well as a practical and comfortable layout. And on the top floor of the building, a 16 sqm solarium terrace for private use with fantastic views of the city.
We access when entering a large li"
113,Penthouse,/en/inmueble/101090719/,"1,450,000€","['\n\n\n\n\n\n\nPenthouse in calle de Trafalgar', ' Sant Pere - Santa Caterina i la Ribera', ' Barcelona\n\n\n1', '450', '000€\n\n\n2 bed.\n135 m²\n4th floor exterior with lift\n\n\nLocated in one of the most sought-after neighborhoods in the city', ' this apartment features high-quality finishes and modern amenities that will make you feel right at home. With 110 m² of interior space and a 84 m² terrace']",calle de Trafalgar,135 m²,4th,with lift,,"Located in one of the most sought-after neighborhoods in the city, this apartment features high-quality finishes and modern amenities that will make you feel right at home. With 110 m² of interior space and a 84 m² terrace, this apartment is perfect for those looking for a spacious space with lots o"
114,Penthouse,/en/inmueble/97028172/,"5,200,000€","['\n\n\n\n\n\n\nPenthouse in paseo de Sant Joan', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n5', '200', '000€\n\n\n5 bed.\n367 m²\n9th floor exterior with lift\n\n\nThis stunning penthouse hosts 269 m2 distributed across two floors and a turret with 360º exposures. With straight access from the main lift']",paseo de Sant Joan,367 m²,9th,with lift,,"This stunning penthouse hosts 269 m2 distributed across two floors and a turret with 360º exposures. With straight access from the main lift, we walk through a hall that leads to a large central space composed by the living area and a dining room and an access to a terrace at the same level.  A full"
115,Flat,/en/inmueble/100754520/,"1,195,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aribau"", ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '195', '000€\n\n\n5 bed.\n226 m²\n4th floor exterior with lift\n\n\nThe flat offers an excellent orientation', ' with sun and natural light. It can be accessed through two entrances', ' the main one and the service one', ' so it can be segregated. The day area is oriented to the street']",calle d'Aribau,226 m²,4th,with lift,,"The flat offers an excellent orientation, with sun and natural light. It can be accessed through two entrances, the main one and the service one, so it can be segregated. The day area is oriented to the street, while the night area overlooks a quiet and spacious courtyard. The apartment has 218 m2 a"
116,Penthouse,/en/inmueble/100678816/,"3,850,000€","['\n\n\n\n\n\n\nPenthouse in calle de Bellesguard', ' Sant Gervasi - La Bonanova', ' Barcelona\n\n\n3', '850', '000€\nParking included\n\n\n4 bed.\n364 m²\n3rd floor exterior with lift\n\n\nThe property consists of 220 m2 built plus a magnificent terrace of 210 m2 that surrounds the entire property. From the kitchen dining room living room', ' we access the largest area of the terrace', ' where we find several independent areas']",calle de Bellesguard,364 m²,3rd,with lift,Parking included,"The property consists of 220 m2 built plus a magnificent terrace of 210 m2 that surrounds the entire property. From the kitchen dining room living room, we access the largest area of the terrace, where we find several independent areas, such as a barbecue-summer dining room area and several chillout"
117,Flat,/en/inmueble/101300670/,"1,650,000€","['\n\n\n\n\n\n\nFlat in calle de Mallorca', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '650', ""000€\n\n\n3 bed.\n202 m²\n1st floor exterior without lift\n\n\nSotheby's International Realty is pleased to present this stately master in one of the best corners of Eixample Dret. The property stands out for its high ceilings"", ' abundant aesthetic details', ' such as moldings and ceilings']",calle de Mallorca,202 m²,1st,without lift,,"Sotheby's International Realty is pleased to present this stately master in one of the best corners of Eixample Dret. The property stands out for its high ceilings, abundant aesthetic details, such as moldings and ceilings, and the Versailles Parquet that can be found in the living room and dining r"
118,Penthouse,/en/inmueble/99250370/,"1,140,000€","['\n\n\n\n\n\n\nPenthouse in calle del Rosselló', "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '140', '000€\nGarage optional 30', ""000 €\n\n\n5 bed.\n179 m²\n7th floor exterior with lift\n\n\nNice duplex penthouse to renovate located in l'Eixample Izquierdo"", ' with 170 m2', ' open and bright. It has five bedrooms (one suite)', ' a large living room with a fireplace that opens onto a 17 m2 terrace with afternoon sun']",calle del Rosselló,179 m²,7th,with lift,"Garage optional 30,000 €","Nice duplex penthouse to renovate located in l'Eixample Izquierdo, with 170 m2, open and bright. It has five bedrooms (one suite), a large living room with a fireplace that opens onto a 17 m2 terrace with afternoon sun, and four bedrooms plus an office.
A small entrance hall gives us access to the"
119,Flat,/en/inmueble/100319450/,"420,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aribau"", ' Sant Gervasi - Galvany', ' Barcelona\n\n\n420', '000€\n\n\n2 bed.\n70 m²\n6th floor exterior with lift\n\n\nWe enter a small entrance hall that leads to the first room with views of the light well. Next', ' we have the kitchen with access to a small utility area where the washing machine and the boiler are located. Before reaching the spacious living room - dining room']",calle d'Aribau,70 m²,6th,with lift,,"We enter a small entrance hall that leads to the first room with views of the light well. Next, we have the kitchen with access to a small utility area where the washing machine and the boiler are located. Before reaching the spacious living room - dining room, we see a good-sized bathroom with a ba"
120,Flat,/en/inmueble/99993952/,"515,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aragó"", ' La Sagrada Família', ' Barcelona\n\n\n515', '000€\nGarage optional 30', '000 €\n\n\n2 bed.\n115 m²\n1st floor interior with lift\n\n\nUpon accessing this apartment of almost 80 m2 and in perfect condition', ' we find a small entrance hall that leads to a modern', ' functional', ' independent', ' fully equipped kitchen and with access to a closed gallery ideal for storage.\nNext']",calle d'Aragó,115 m²,1st,with lift,"Garage optional 30,000 €","Upon accessing this apartment of almost 80 m2 and in perfect condition, we find a small entrance hall that leads to a modern, functional, independent, fully equipped kitchen and with access to a closed gallery ideal for storage.
Next, we see a spacious and cozy living room with direct access to a"
121,Flat,/en/inmueble/101150821/,"1,590,000€","['\n\n\n\n\n\n\nFlat in calle del Bruc', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '590', '000€\n\n\n3 bed.\n187 m²\n5th floor exterior with lift\n\n\nLucas Fox is happy to present this stunning property with breathtaking views of Casa de les Punxes.\nThis exceptional home features three spacious double bedrooms and three uniquely designed bathrooms. The living space is cleverly defined by an open concept kitchen', ' living']",calle del Bruc,187 m²,5th,with lift,,"Lucas Fox is happy to present this stunning property with breathtaking views of Casa de les Punxes.
This exceptional home features three spacious double bedrooms and three uniquely designed bathrooms. The living space is cleverly defined by an open concept kitchen, living, and dining room entirely"
122,Flat,/en/inmueble/101514831/,"580,000€","['\n\n\n\n\n\n\nFlat in via Augusta', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n580', '000€\n\n\n4 bed.\n106 m²\n1st floor exterior with lift\n\n\nUnique brand new home!\nClikalia offers this exterior property of 106 m2 for sale under renovation.It is located on the 1st floor with a lift', ' on Via Augusta street']",via Augusta,106 m²,1st,with lift,,"Unique brand new home!
Clikalia offers this exterior property of 106 m2 for sale under renovation.It is located on the 1st floor with a lift, on Via Augusta street, in Sant Gervasi-Galvany.
Would you like to customize the finishes of this apartment? Visit this house that is being renovated from an"
123,Flat,/en/inmueble/101525932/,"275,000€","['\n\n\n\n\n\n\nFlat in calle de Llagostera', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n275', '000€\n\n\n2 bed.\n59 m²\n4th floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 59 m2 exterior property for sale under renovation.It is located on the 4th floor with an elevator being installed', ' on Llagostera street']",calle de Llagostera,59 m²,4th,with lift,,"Unique brand new home!
Clikalia puts this 59 m2 exterior property for sale under renovation.It is located on the 4th floor with an elevator being installed, on Llagostera street, in Camp de l'Arpa del Clot.
Would you like to customize the finishes of this apartment? Visit this house that is being"
124,Penthouse,/en/inmueble/101251587/,"890,000€","['\n\n\n\n\n\n\nPenthouse in calle de Mallorca', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n890', '000€\n\n\n2 bed.\n89 m²\n7th floor exterior with lift\n\n\nAt the crossroads of Carrer Mallorca and Rambla de Catalunya', ' at the heart of the Eixample Right district', ' we find this impressive renovated listed building with a beautiful', ' stately façade. On entering the building']",calle de Mallorca,89 m²,7th,with lift,,"At the crossroads of Carrer Mallorca and Rambla de Catalunya, at the heart of the Eixample Right district, we find this impressive renovated listed building with a beautiful, stately façade. On entering the building, we find an elegant lobby that sets the scene for the high-end homes found within. F"
125,Flat,/en/inmueble/101526625/,"265,000€","['\n\n\n\n\n\n\nFlat in calle de Llagostera', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n265', '000€\n\n\n2 bed.\n56 m²\n2nd floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 56 m2 exterior property for sale under renovation.It is located on the 2nd floor with an elevator being installed', ' on Llagostera street']",calle de Llagostera,56 m²,2nd,with lift,,"Unique brand new home!
Clikalia puts this 56 m2 exterior property for sale under renovation.It is located on the 2nd floor with an elevator being installed, on Llagostera street, in the Camp de l'arpa del Clot.
Would you like to customize the finishes of this apartment? Visit this house that is be"
126,Detached,/en/inmueble/81345140/,"2,500,000€","[""\n\n\n\n\n\n\nDetached house in calle d'Angel Guimerà"", ' Les Tres Torres', ' Barcelona\n\n\n2', '500', '000€\nParking included\n\n\n2 bed.\n224 m²\n\n\nThis fabulous property is located in one of the most exclusive areas of the city', ' Tres Torres', ' close to services', ' shops', ' parks', ' top schools and restaurants. Being one of the 3 buildings giving the neighbourhood its name']",calle d'Angel Guimerà,224 m²,,,Parking included,"This fabulous property is located in one of the most exclusive areas of the city, Tres Torres, close to services, shops, parks, top schools and restaurants. Being one of the 3 buildings giving the neighbourhood its name, this is a truly emblematic property in the Zona Alta.
Distributed across 2 le"
127,Flat,/en/inmueble/101313495/,"399,000€","[""\n\n\n\n\n\n\nFlat in calle d'Aragó"", "" La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n399', '000€\n\n\n3 bed.\n91 m²\n1st floor exterior with lift\n\n\nUnique brand new home!\nClikalia puts this 91 m2 exterior property for sale under renovation.It is located on the 1st floor with a lift', ' on Aragó street']",calle d'Aragó,91 m²,1st,with lift,,"Unique brand new home!
Clikalia puts this 91 m2 exterior property for sale under renovation.It is located on the 1st floor with a lift, on Aragó street, in the new Esquerra de l'Eixample.
The house is being completely renovated and is represented by hyper-realistic images subject to possible modif"
128,Flat,/en/inmueble/100740666/,"690,000€","['\n\n\n\n\n\n\nFlat in avenida Diagonal', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n690', '000€\n\n\n5 bed.\n133 m²\n3rd floor exterior with lift\n\n\nThis 132 m² property to renovate is located on the third floor of a classic-style building dating back to 1955 with a newly renovated façade', ' communal areas and utility installations. The clean appearance of the elegant façade and the bright']",avenida Diagonal,133 m²,3rd,with lift,,"This 132 m² property to renovate is located on the third floor of a classic-style building dating back to 1955 with a newly renovated façade, communal areas and utility installations. The clean appearance of the elegant façade and the bright, chic lobby set the tone for the high-end homes found with"
129,Semi-detached,/en/inmueble/101611957/,"560,000€","['\n\n\n\n\n\n\nSemi-detached house in calle de Besalú', "" El Camp de l'Arpa del Clot"", ' Barcelona\n\n\n560', ""000€\n\n\n4 bed.\n208 m²\n\n\nLa Casa Agency presents an exceptional property for sale in the coveted neighborhood of Camp de l'Arpa.\nThis spacious residence is distributed over two floors and has a large terrace at the top"", ' making it an ideal option for those looking for a home in a privileged location.\nOn the ground floor']",calle de Besalú,208 m²,,,,"La Casa Agency presents an exceptional property for sale in the coveted neighborhood of Camp de l'Arpa.
This spacious residence is distributed over two floors and has a large terrace at the top, making it an ideal option for those looking for a home in a privileged location.
On the ground floor, t"
130,Flat,/en/inmueble/101606595/,"290,000€","['\n\n\n\n\n\n\nFlat in Passatge de Simó', ' Nn', ' La Sagrada Família', ' Barcelona\n\n\n290', '000€\n\n\n2 bed.\n55 m²\n1st floor exterior without lift\n\n\nPROPERTY TO BE COMPLETELY REFORMED WITH TERRACE!\nIn one of the best areas', ' near La Sagrada Familia', ' very close to all kinds of shops', ' Sant Pau hospital', ' schools']",Passatge de Simó,55 m²,1st,without lift,,"PROPERTY TO BE COMPLETELY REFORMED WITH TERRACE!
In one of the best areas, near La Sagrada Familia, very close to all kinds of shops, Sant Pau hospital, schools, CC Les Glorias. Very well connected with line 5 (Blue) and line 2 (Purple) Sagrada Familia stop and with various bus lines.
Farm from 19"
131,Flat,/en/inmueble/100990263/,"1,580,000€","['\n\n\n\n\n\n\nFlat in calle de Roger de Llúria', "" La Dreta de l'Eixample"", ' Barcelona\n\n\n1', '580', '000€\n\n\n1', '620']",calle de Roger de Llúria,200 m²,5th,with lift,,"Wonderful corner property of approximately 200m in a royal estate with the best orientation in the heart of the Eixample.
It is located a few steps from Paseo de Gracia in one of the most beautiful corners of Cuadrado de Oro in Barcelona. It is a property located on one of the top floors of a royal"
132,Penthouse,/en/inmueble/94460848/,"1,090,000€","[""\n\n\n\n\n\n\nPenthouse in La Nova Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '090', '000€\n\n\n1', '195', '000 €\n\n9%\n\n\n\n3 bed.\n145 m²\n exterior with lift\n\n\nFabulous penthouse with terraces in Eixample\nFabulous and luminous penthouse', ' with two terraces', ' with exterior main rooms with terrace and totally unobstructed views', ' in one of the best areas for location in the city']",La Nova Esquerra de l'Eixample,145 m²,,,,"Fabulous penthouse with terraces in Eixample
Fabulous and luminous penthouse, with two terraces, with exterior main rooms with terrace and totally unobstructed views, in one of the best areas for location in the city, close to the centre and with easy access to the exit of Barcelona. This property s"
133,Flat,/en/inmueble/100966645/,"563,000€","['\n\n\n\n\n\n\nFlat in calle de El Escorial', ' Vila de Gràcia', ' Barcelona\n\n\n563', '000€\n\n\n3 bed.\n91 m²\n3rd floor exterior with lift\n\n\nThis flat is located in the upper part of Gracia', ' one of the most charming neighbourhoods in Barcelona. The area has a wide variety of shops and services for day-to-day living', ' public transport', ' large green areas', ' lively streets and squares and an attractive range of leisure activities']",calle de El Escorial,91 m²,3rd,with lift,,"This flat is located in the upper part of Gracia, one of the most charming neighbourhoods in Barcelona. The area has a wide variety of shops and services for day-to-day living, public transport, large green areas, lively streets and squares and an attractive range of leisure activities, bars and res"
134,Flat,/en/inmueble/101610119/,"400,000€","['\n\n\n\n\n\n\nFlat in calle de Nàpols', ' El Fort Pienc', ' Barcelona\n\n\n400', '000€\n\n\n3 bed.\n130 m²\n5th floor exterior with lift\n\n\nSPACIOUS APARTMENT FOR SALE Very spacious Next to Arc de Triomf (Eixample)\n130 m2 apartment with 3 bedrooms and 2 bathrooms', ' preserved\n(one of the best areas of barcelona)\nTHE LOCATION IS VERY GOOD:\nnear Plaza de Tetuan', ' Parc de la Estació del Nord', ' Parc de la Ciutadella']",calle de Nàpols,130 m²,5th,with lift,,"SPACIOUS APARTMENT FOR SALE Very spacious Next to Arc de Triomf (Eixample)
130 m2 apartment with 3 bedrooms and 2 bathrooms, preserved
(one of the best areas of barcelona)
THE LOCATION IS VERY GOOD:
near Plaza de Tetuan, Parc de la Estació del Nord, Parc de la Ciutadella, Paseo de Lluís Companys"
135,Duplex,/en/inmueble/101585733/,"430,000€","['\n\n\n\n\n\n\nDuplex in La Maternitat i Sant Ramon', ' Barcelona\n\n\n430', '000€\n\n\n450', '000 €\n\n4%\n\n\n\n3 bed.\n105 m²\n8th floor exterior with lift\n\n\nTHE REAL ESTATE PROPERTY offers you this great opportunity to have the Duplex Penthouse that you had dreamed of near the Spotify Camp Nou stadium of F. C Barcelona in the heart of the Les Corts neighborhood']",La Maternitat i Sant Ramon,105 m²,8th,with lift,,"THE REAL ESTATE PROPERTY offers you this great opportunity to have the Duplex Penthouse that you had dreamed of near the Spotify Camp Nou stadium of F. C Barcelona in the heart of the Les Corts neighborhood, either to live or as a means of investment since this apartment has many possibilities accor"
136,Penthouse,/en/inmueble/99534460/,"895,000€","['\n\n\n\n\n\n\nPenthouse in calle de Lancaster', ' El Raval', ' Barcelona\n\n\n895', '000€\n\n\n2 bed.\n133 m²\n4th floor exterior with lift\n\n\nExclusive new-build penthouse in Raval', ' Barcelona\nBright and cozy penthouse of 89m² built with a magnificent 44m² terrace at living room level. It has two bedrooms and two bathrooms en suite.\nBeautifully and cleverly designed']",calle de Lancaster,133 m²,4th,with lift,,"Exclusive new-build penthouse in Raval, Barcelona
Bright and cozy penthouse of 89m² built with a magnificent 44m² terrace at living room level. It has two bedrooms and two bathrooms en suite.
Beautifully and cleverly designed, this penthouse features floor-to-ceiling sliding windows opening onto a"
137,Flat,/en/inmueble/101602953/,"290,000€","['\n\n\n\n\n\n\nFlat in Passatge de Simó', ' La Sagrada Família', ' Barcelona\n\n\n290', '000€\n\n\n2 bed.\n55 m²\n1st floor interior without lift\n\n\nREFERENCE: LAU-SFLI24270\nPROPERTY TO BE COMPLETELY REFORMED WITH TERRACE!\nIn one of the best areas', ' near La Sagrada Familia', ' very close to all kinds of shops', ' Sant Pau hospital', ' schools']",Passatge de Simó,55 m²,1st,without lift,,"REFERENCE: LAU-SFLI24270
PROPERTY TO BE COMPLETELY REFORMED WITH TERRACE!
In one of the best areas, near La Sagrada Familia, very close to all kinds of shops, Sant Pau hospital, schools, CC Les Glorias. Very well connected with line 5 (Blue) and line 2 (Purple) Sagrada Familia stop and with variou"
138,Flat,/en/inmueble/101606516/,"625,000€","['\n\n\n\n\n\n\nFlat in Gran Via De Les Corts Catalanes / Napoles', ' El Fort Pienc', ' Barcelona\n\n\n625', '000€\n\n\n3 bed.\n130 m²\n3rd floor exterior with lift\n\n\nMAGNIFICENT BRAND NEW RENOVATED HOUSING WITH QUALITY MATERIALS AND FINISHES 130m2 3rd real floor height. Very bright', ' with direct sun in the morning and in the afternoon', ' it has a spacious living-dining room that overlooks the lungs of the block']",Gran Via De Les Corts Catalanes / Napoles,130 m²,3rd,with lift,,"MAGNIFICENT BRAND NEW RENOVATED HOUSING WITH QUALITY MATERIALS AND FINISHES 130m2 3rd real floor height. Very bright, with direct sun in the morning and in the afternoon, it has a spacious living-dining room that overlooks the lungs of the block, and adjacent to a small study with large windows and"
139,Flat,/en/inmueble/100098386/,"595,000€","['\n\n\n\n\n\n\nFlat in calle de Lepanto', ' El Fort Pienc', ' Barcelona\n\n\n595', ""000€\n\n\n3 bed.\n115 m²\n2nd floor exterior with lift\n\n\nSensational brand new refurbished 3 bedroom apartment in Eixample.\nThis fantastic flat has been completely refurbished with top quality finishings and is located in a fully refurbished detached building. It's located close to Plaça de les Glòries and Sagrada Família"", ' in the Eixample']",calle de Lepanto,115 m²,2nd,with lift,,"Sensational brand new refurbished 3 bedroom apartment in Eixample.
This fantastic flat has been completely refurbished with top quality finishings and is located in a fully refurbished detached building. It's located close to Plaça de les Glòries and Sagrada Família, in the Eixample, so the area ha"
140,Flat,/en/inmueble/100684918/,"1,695,000€","['\n\n\n\n\n\n\nFlat in calle de Balmes', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '695', '000€\n\n\n7 bed.\n291 m²\n4th floor exterior with lift\n\n\nMagnificent high floor for sale in Sant Gervasi-Galvany', ' Barcelona\nFantastic high floor in Calle Balmes', ' in the exclusive area of Sant Gervasi-Galvany.\nExclusive property with an area of almost 300 m² in one of the best streets in Barcelona']",calle de Balmes,291 m²,4th,with lift,,"Magnificent high floor for sale in Sant Gervasi-Galvany, Barcelona
Fantastic high floor in Calle Balmes, in the exclusive area of Sant Gervasi-Galvany.
Exclusive property with an area of almost 300 m² in one of the best streets in Barcelona, close to Avenida Diagonal and Paseo de Gracia.
Upon ente"
141,Flat,/en/inmueble/97554961/,"1,040,000€","['\n\n\n\n\n\n\nFlat in rambla La', ' El Gòtic', ' Barcelona\n\n\n1', '040', '000€\n\n\n4 bed.\n178 m²\n2nd floor exterior with lift\n\n\nLot of 2 brand new refurbished flats', ' 105', '62 and 72', '16 built sqm', ' which constitute a single registry unit. They are on the 2nd floor of a completely refurbished building with a new lift', ' located in Las Ramblas']",rambla La,178 m²,2nd,with lift,,"Lot of 2 brand new refurbished flats, 105,62 and 72,16 built sqm, which constitute a single registry unit. They are on the 2nd floor of a completely refurbished building with a new lift, located in Las Ramblas, in the Gothic Quarter. It's an ideal investment opportunity in one of Barcelona's most fa"
142,Flat,/en/inmueble/92281196/,"1,200,000€","['\n\n\n\n\n\n\nFlat in calle de la Diputació', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n1', '200', '000€\n\n\n2 bed.\n150 m²\n1st floor exterior with lift\n\n\nREF: 3214910\nInmo Olaya offers you this high standing Apartment for Sale with all kinds of details']",calle de la Diputació,150 m²,1st,with lift,,"REF: 3214910
Inmo Olaya offers you this high standing Apartment for Sale with all kinds of details, in the L'Antiga Esquerra de l'Eixample neighborhood. The apartment is located on a farm with only 4 neighbors and located a few meters from Plaza Catalunya and Plaza Universidat. Totally central and"
143,Flat,/en/inmueble/101243212/,"427,250€","['\n\n\n\n\n\n\nFlat in calle de Guillem Tell', ' El Putxet i el Farró', ' Barcelona\n\n\n427', ""250€\n\n\n1 bed.\n47 m²\n1st floor exterior with lift\n\n\nThis flat has 45 sqm of interior space and a 4 sqm balcony. It's part of a building an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated"", ' with a perfect offer of shops and prestigious services: international schools']",calle de Guillem Tell,47 m²,1st,with lift,,"This flat has 45 sqm of interior space and a 4 sqm balcony. It's part of a building an excellent communal terrace and swimming pool located in Sant Gervasi. The area is quiet and very well communicated, with a perfect offer of shops and prestigious services: international schools, business schools a"
144,Flat,/en/inmueble/101603326/,"500,000€","['\n\n\n\n\n\n\nFlat in calle del Marroc', ' Provençals del Poblenou', ' Barcelona\n\n\n500', '000€\nGarage optional 20', '000 €\n\n\n2 bed.\n61 m²\n5th floor exterior with lift\n\n\nWelcome to this lovely 2 bed 1 bath apartment located in the desirable neighbourhood of Poblenou in Barcelona. Built in 2017', ' this apartment has a total surface area of 61m2 and is in great condition. It features a beautiful large balcony overlooking a park']",calle del Marroc,61 m²,5th,with lift,"Garage optional 20,000 €","Welcome to this lovely 2 bed 1 bath apartment located in the desirable neighbourhood of Poblenou in Barcelona. Built in 2017, this apartment has a total surface area of 61m2 and is in great condition. It features a beautiful large balcony overlooking a park, perfect for enjoying breakfast or dinner"
145,Flat,/en/inmueble/101004263/,"465,000€","['\n\n\n\n\n\n\nFlat in El Parc i la Llacuna del Poblenou', ' Barcelona\n\n\n465', '000€\n\n\n470']",El Parc i la Llacuna del Poblenou,105 m²,7th,with lift,,"High and very comfortable apartment in Ciutadella
Steps from the triumphal arch and the Ciutadella park and just in front of the magnificent palace of justice we find this wonderful high and spacious apartment with 3 double bedrooms and 2 bathrooms with giant living room.
Located on the seventh floo"
146,Flat,/en/inmueble/92553286/,"470,000€","['\n\n\n\n\n\n\nFlat in calle de Aragón', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n470', '000€\n\n\n4 bed.\n96 m²\n7th floor exterior with lift\n\n\n96 Sqm large apartment in reburbished property with two elevators close to Plaza Doctor Letamendi and a few minutes from Plaza Universitat. Large and bright living-dining room with acces to balcony of 8m2. 4 bedrooms (2 doubles']",calle de Aragón,96 m²,7th,with lift,,"96 Sqm large apartment in reburbished property with two elevators close to Plaza Doctor Letamendi and a few minutes from Plaza Universitat. Large and bright living-dining room with acces to balcony of 8m2. 4 bedrooms (2 doubles, 2 singles). 1 bathroom (with bath) + 1 toilet with possibility of bathr"
147,Flat,/en/inmueble/100001237/,"730,000€","['\n\n\n\n\n\n\nFlat in calle de Valencia', "" L'Antiga Esquerra de l'Eixample"", ' Barcelona\n\n\n730', '000€\n\n\n4 bed.\n194 m²\n2nd floor exterior with lift\n\n\nThis sensational fully refurbished flat is located in the heart of the Eixample', ' close to the Hospital Clínic and a few streets from the city centre. The area has a wide range of services', ' schools', ' neighbourhood shops', ' supermarkets and restaurants']",calle de Valencia,194 m²,2nd,with lift,,"This sensational fully refurbished flat is located in the heart of the Eixample, close to the Hospital Clínic and a few streets from the city centre. The area has a wide range of services, schools, neighbourhood shops, supermarkets and restaurants, with the large shopping centres of Plaza Catalunya"
148,Penthouse,/en/inmueble/96691051/,"1,090,000€","['\n\n\n\n\n\n\nPenthouse in calle Francesc Pérez Cabrero', ' Sant Gervasi - Galvany', ' Barcelona\n\n\n1', '090', '000€\n\n\n3 bed.\n150 m²\n8th floor exterior with lift\n\n\nThis penthouse to be refurbished is located right next to Turó Park', "" in uptown Barcelona. It's an excellent investment opportunity to project a personalised home in one of the most prestigious areas of the city. In addition""]",calle Francesc Pérez Cabrero,150 m²,8th,with lift,,"This penthouse to be refurbished is located right next to Turó Park, in uptown Barcelona. It's an excellent investment opportunity to project a personalised home in one of the most prestigious areas of the city. In addition, the terrace with mountain views is the perfect place to enjoy the outdoors."
149,Penthouse,/en/inmueble/101604832/,"395,000€","['\n\n\n\n\n\n\nPenthouse in calle del Moianès', ' Hostafrancs', ' Barcelona\n\n\n395', '000€\n\n\n3 bed.\n109 m²\n6th floor exterior with lift\n\n\nIVOR HOME || Ref. V9062\nRecently renovated 109m2 penthouse distributed in 3 exterior bedrooms: 2 doubles and 1 single. This floor receives a lot of light due to its orientation and height', ' it is a sixth floor facing east. The living-dining room is spacious and bright']",calle del Moianès,109 m²,6th,with lift,,"IVOR HOME || Ref. V9062
Recently renovated 109m2 penthouse distributed in 3 exterior bedrooms: 2 doubles and 1 single. This floor receives a lot of light due to its orientation and height, it is a sixth floor facing east. The living-dining room is spacious and bright, has a rectangular floor plan a"
